X_2,B
-3.0942317910012754e-14,0.0
1.7281061241355298e-13,0.0
1.933450239208274e-13,0.0
-2.6646460304639884e-16,0.0
1.9310202182609838e-13,0.0
1.722797701130395e-13,0.0
-3.0517408017368185e-14,0.0
-1.4496464620245425e-13,0.0
1.3117759202355045e-16,0.0
1.9378007000501194e-13,0.0
1.734209024487391e-13,0.0
-3.039754619059524e-14,0.0
-1.458460536471294e-13,0.0
-2.806286588722076e-17,0.0
1.4532145418583226e-13,0.0
3.024568908639398e-14,0.0
-1.7237016792775223e-13,0.0
-1.929113950675914e-13,0.0
-1.9399710091141528e-13,0.0
-1.733274881895995e-13,0.0
3.081551436651772e-14,0.0
1.4599727733477282e-13,0.0
1.460179229839337e-13,0.0
3.0847145287248223e-14,0.0
-1.732089401960549e-13,0.0
-1.937796504278671e-13,0.0
-1.951569356520041e-13,0.0
-1.743834173349742e-13,0.0
3.130012894616348e-14,0.0
1.4817987373835704e-13,0.0
1.9427410127781584e-13,0.0
1.7335041312638022e-13,0.0
-3.111784482978313e-14,0.0
-1.4778295867984862e-13,0.0
-1.4991858522557997e-13,0.0
-3.1911363935810256e-14,0.0
1.7378521091209764e-13,0.0
1.9456432439002112e-13,0.0
1.9499826573495642e-13,0.0
1.744173278281558e-13,0.0
-3.09246201395885e-14,0.0
-1.4796264734528633e-13,0.0
1.4866378158191607e-13,0.0
3.0999073822969847e-14,0.0
-1.7340455145477634e-13,0.0
-1.9408655506555016e-13,0.0
1.4820650222653174e-13,0.0
3.139437521287308e-14,0.0
-1.7419184820157467e-13,0.0
-1.9502602003054448e-13,0.0
-1.499185852430206e-13,0.0
-3.191136391871427e-14,0.0
1.7378521089247977e-13,0.0
1.9456432436305763e-13,0.0
1.9427410125086267e-13,0.0
1.7335041310465176e-13,0.0
-3.1117844805835053e-14,0.0
-1.477829586896282e-13,0.0
1.9499826569097577e-13,0.0
1.7441732779946109e-13,0.0
-3.092462012867244e-14,0.0
-1.479626473437418e-13,0.0
1.4866378158630974e-13,0.0
3.0999073870067026e-14,0.0
-1.734045514541189e-13,0.0
-1.9408655508647511e-13,0.0
-1.95156935679256e-13,0.0
-1.7438341732634175e-13,0.0
3.130012900328947e-14,0.0
1.4817987374753807e-13,0.0
1.482065022292293e-13,0.0
3.1394375257393424e-14,0.0
-1.7419184819641307e-13,0.0
-1.9502602004953596e-13,0.0
1.2547866797901958e-16,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-3.4602779974035726e-14,0.0
-3.3698731813602933e-14,0.0
-1.5232674303699236e-16,0.0
-4.009590111741366e-17,0.0
-2.034721661802391e-17,0.0
1.1790788305138376e-17,0.0
-3.5001540402455285e-14,0.0
-3.426096367610437e-14,0.0
-1.693597723731112e-17,0.0
-2.055274976088037e-16,0.0
-5.8200575461041385e-18,0.0
3.1231367958239517e-18,0.0
-3.511269835862853e-14,0.0
-3.439769640995367e-14,0.0
-1.6088560876753393e-17,0.0
-3.524048083648343e-14,0.0
5.177736665610823e-16,0.0
-1.715255183025639e-16,0.0
-3.5522160118048584e-14,0.0
4.358777901383053e-16,0.0
-2.1041302271087847e-16,0.0
-3.5609649140936854e-14,0.0
4.3755449463148457e-16,0.0
4.153611590696546e-14,0.0
4.1396181693563787e-14,0.0
9.00879861861801e-16,0.0
3.8227161068109435e-14,0.0
3.886594687653186e-14,0.0
4.911273738329657e-16,0.0
3.7450301473270445e-14,0.0
3.816800634299676e-14,0.0
-7.352482448034384e-16,0.0
4.4601995545705425e-14,0.0
6.092628355820073e-16,0.0
-1.0109440289176218e-15,0.0
4.269030012449157e-14,0.0
4.418104392431073e-16,0.0
-9.481529415470037e-16,0.0
4.213657638077622e-14,0.0
6.352202591795015e-14,0.0
6.271935274918476e-14,0.0
3.084662699950346e-16,0.0
6.106874668329562e-14,0.0
6.140323181007813e-14,0.0
1.1585915305910404e-16,0.0
6.072738880914065e-14,0.0
6.116795553754735e-14,0.0
-1.8044106233022986e-14,0.0
-4.3958077201339836e-17,0.0
-1.786800591303531e-14,0.0
-9.431032192771548e-17,0.0
1.167001653413269e-16,0.0
-1.909411449524171e-14,0.0
-1.897186398107447e-16,0.0
-1.837892274252614e-14,0.0
-1.8016737622454807e-16,0.0
9.867986098828188e-17,0.0
-1.9212997702966954e-14,0.0
-1.922464922257696e-16,0.0
-1.848229165124416e-14,0.0
6.200083652094615e-14,0.0
6.117550336431856e-14,0.0
6.099445760702911e-14,0.0
4.764049208633941e-16,0.0
-6.503858409916648e-14,0.0
-1.4681236689923325e-16,0.0
-6.561140883900104e-14,0.0
3.808064878000227e-16,0.0
-6.581831972941916e-14,0.0
-6.653274511188094e-14,0.0
-1.8447076415895814e-16,0.0
3.828881979289025e-16,0.0
-6.603522130219923e-14,0.0
-6.674199725535959e-14,0.0
-1.8806135096935688e-14,0.0
-1.9129870798479383e-14,0.0
-1.9238024963574847e-14,0.0
-6.49849315128202e-14,0.0
-6.583178966555201e-14,0.0
-6.6061086754955e-14,0.0
-3.466924461258915e-14,0.0
3.391880301910497e-17,0.0
-7.343695763016638e-18,0.0
-3.511650634267262e-14,0.0
1.9243658558242095e-17,0.0
8.926469190447937e-19,0.0
-3.5241274755020736e-14,0.0
1.7688856744873548e-17,0.0
-3.52112075208833e-14,0.0
5.155535358164699e-16,0.0
-1.7143511531332835e-16,0.0
-3.5541814054355174e-14,0.0
4.3642500333343474e-16,0.0
-2.1005702346556461e-16,0.0
-3.5642612112996073e-14,0.0
4.377363963784138e-16,0.0
4.78013700113128e-14,0.0
4.593333937059954e-14,0.0
4.542179911001571e-14,0.0
5.152478576379015e-14,0.0
-6.729306071178341e-16,0.0
2.1319378466677212e-16,0.0
5.1050619829574184e-14,0.0
-7.05540527086399e-16,0.0
3.90172496168268e-16,0.0
5.0696524567205174e-14,0.0
-7.355137404361038e-16,0.0
-6.562285082348469e-14,0.0
-6.512963164336517e-14,0.0
4.557539661431809e-16,0.0
-1.2236700412939647e-16,0.0
-6.652312744042294e-14,0.0
-6.591282912055671e-14,0.0
3.806618523083079e-16,0.0
-1.779199224990798e-16,0.0
-6.674046737632101e-14,0.0
-6.613039476679596e-14,0.0
3.7997916304707836e-16,0.0
-1.804033032604166e-14,0.0
-1.764032725750031e-16,0.0
-1.8520399030061823e-14,0.0
7.017233772019366e-17,0.0
-1.8536415570871425e-14,0.0
-1.849619562343097e-16,0.0
-1.9043678622881993e-14,0.0
9.574887082077089e-17,0.0
-1.865106224804535e-14,0.0
-1.9041085752513566e-16,0.0
-1.916452041797063e-14,0.0
6.075399566092597e-14,0.0
6.125363345304546e-14,0.0
6.077769283554225e-14,0.0
6.158719112593858e-14,0.0
6.070815240987144e-14,0.0
6.151853968078664e-14,0.0
-4.5323050265011784e-14,0.0
-4.3617221678163774e-14,0.0
-9.384994933194234e-16,0.0
-4.2973151693559427e-14,0.0
-4.054502350760971e-14,0.0
-4.642574112117677e-16,0.0
-4.238469975241638e-14,0.0
-3.9869567786782087e-14,0.0
-4.7927625288407164e-14,0.0
5.814457520595129e-16,0.0
-2.2107471939813268e-16,0.0
-4.742675272262005e-14,0.0
8.495599807539286e-16,0.0
-4.1612597085939015e-16,0.0
-4.6987993924990737e-14,0.0
8.516055143402771e-16,0.0
3.516350195065151e-14,0.0
3.4619179891372406e-14,0.0
1.4778864382802611e-16,0.0
3.5648427264186877e-14,0.0
3.50543033267957e-14,0.0
2.0891381701905722e-16,0.0
3.575160573688941e-14,0.0
3.5159607063889876e-14,0.0
3.56662513925577e-14,0.0
-4.599513574262665e-16,0.0
1.986472684480574e-16,0.0
3.5982297546980436e-14,0.0
-4.207718674226237e-16,0.0
2.1097007660890976e-16,0.0
3.607697478032349e-14,0.0
-4.209578691306316e-16,0.0
-6.164447108667246e-14,0.0
4.158963498747422e-17,0.0
-1.9148460781658274e-16,0.0
-6.203278691741084e-14,0.0
-9.895580678006828e-17,0.0
-6.139860253438712e-14,0.0
1.861497321282089e-16,0.0
-6.225849047007861e-14,0.0
-1.0770416389262287e-16,0.0
-9.975231659735095e-17,0.0
-6.122614659999013e-14,0.0
1.842960890947111e-16,0.0
-6.208897647270734e-14,0.0
-6.239958336020723e-14,0.0
-6.046959391669967e-14,0.0
-6.025736053356739e-14,0.0
1.7585940760089788e-14,0.0
1.8212359392639038e-14,0.0
1.164391942817301e-16,0.0
1.8238358309589584e-14,0.0
1.8750726917343038e-14,0.0
1.7792631499977492e-16,0.0
1.8372615720475968e-14,0.0
1.8877801680593756e-14,0.0
6.515728273205455e-14,0.0
6.489015882280758e-14,0.0
6.59923473208844e-14,0.0
6.583812771617047e-14,0.0
6.621376083061845e-14,0.0
6.606367573219961e-14,0.0
-4.662833616203357e-16,0.0
1.8534985397978124e-14,0.0
1.3782761419079728e-16,0.0
-3.835832685466544e-16,0.0
1.9148163311614944e-14,0.0
1.8168998331242115e-16,0.0
-3.803880134003999e-16,0.0
1.927590011562872e-14,0.0
6.552022161021106e-14,0.0
6.641130493720291e-14,0.0
6.662554700689838e-14,0.0
3.328231852637648e-14,0.0
3.284563798638343e-14,0.0
1.5840749485734893e-16,0.0
3.371133906148991e-14,0.0
3.344402389696429e-14,0.0
2.022903966135708e-16,0.0
3.3837629343940756e-14,0.0
3.359170594359711e-14,0.0
-5.566848657684308e-16,0.0
-4.521350647375933e-16,0.0
-4.52145624292332e-16,0.0
-4.5315169853414543e-14,0.0
-4.2965153231927025e-14,0.0
-4.237687435149498e-14,0.0
5.875074076497641e-16,0.0
-4.7932262288117884e-14,0.0
-2.178913840157995e-16,0.0
8.492934610502391e-16,0.0
-4.743794379018121e-14,0.0
-4.155102075293774e-16,0.0
8.516248726840118e-16,0.0
-4.699999421150229e-14,0.0
6.498586035430993e-14,0.0
6.519401686986745e-14,0.0
1.4742875807079178e-16,0.0
6.584862162556745e-14,0.0
6.606965212541664e-14,0.0
1.8179210927430346e-16,0.0
6.607573588028731e-14,0.0
6.630685763268633e-14,0.0
1.946560730781198e-14,0.0
1.9238495652065408e-14,0.0
-6.179167570957535e-17,0.0
-4.3983118224608404e-16,0.0
1.9824487377399776e-14,0.0
1.946027281575481e-14,0.0
-3.8162440565908646e-16,0.0
-9.526265494240672e-17,0.0
1.9937345689241442e-14,0.0
1.9568232765734657e-14,0.0
-3.814803872451052e-16,0.0
-6.160999723926134e-14,0.0
-6.195495846838732e-14,0.0
8.80084066064003e-17,0.0
-6.136517586005378e-14,0.0
-6.226274935805784e-14,0.0
1.8479603982399935e-16,0.0
-6.119606595133999e-14,0.0
-6.20994888281151e-14,0.0
1.8474432573565503e-16,0.0
8.92643181275961e-19,0.0
-2.0552749256594627e-16,0.0
3.1231356058803063e-18,0.0
-3.511650632376865e-14,0.0
1.924365875511377e-17,0.0
-3.426096366022836e-14,0.0
-7.3436997617112e-18,0.0
-1.5232674645822797e-16,0.0
1.179078455510094e-17,0.0
-3.4669244578736257e-14,0.0
3.391881593754658e-17,0.0
-3.36987317713017e-14,0.0
-2.1005702318278248e-16,0.0
-3.5541814059050253e-14,0.0
4.3642501088601276e-16,0.0
-1.7143512865902814e-16,0.0
-3.5211207498235276e-14,0.0
5.155535537377244e-16,0.0
4.418104407983852e-16,0.0
4.593333937049556e-14,0.0
4.2690300118741226e-14,0.0
6.092628314065488e-16,0.0
4.780137000399342e-14,0.0
4.4601995517196446e-14,0.0
3.9017249452513683e-16,0.0
5.105061983232829e-14,0.0
-7.05540540187799e-16,0.0
2.1319377864592292e-16,0.0
5.1524785754937584e-14,0.0
-6.729306043126019e-16,0.0
-1.7791992155733467e-16,0.0
-1.8447076827940572e-16,0.0
-6.652312747821829e-14,0.0
-6.591282916053024e-14,0.0
3.806618628976867e-16,0.0
-1.2236701827933095e-16,0.0
-1.46812370650993e-16,0.0
-6.562285088867628e-14,0.0
-6.512963170045307e-14,0.0
4.5575396050582e-16,0.0
-6.58317896752926e-14,0.0
-6.498493157579412e-14,0.0
9.867986859209808e-17,0.0
9.574888381917701e-17,0.0
-1.8536415575534234e-14,0.0
-1.849619434129879e-16,0.0
-1.904367863087718e-14,0.0
1.167001566151417e-16,0.0
7.01723393242577e-17,0.0
-1.804033034501422e-14,0.0
-1.7640328307016928e-16,0.0
-1.8520399020452033e-14,0.0
-1.9129870784513257e-14,0.0
-1.8806135090967192e-14,0.0
6.077769280608076e-14,0.0
6.158719107646203e-14,0.0
6.075399559998231e-14,0.0
6.125363338671053e-14,0.0
6.117550334382546e-14,0.0
6.20008364496237e-14,0.0
-5.820052274852899e-18,0.0
-3.500154036642791e-14,0.0
-1.693597825133647e-17,0.0
-2.034721863185301e-17,0.0
-3.46027799413297e-14,0.0
-4.009590485443511e-17,0.0
-2.1041303038956742e-16,0.0
-3.552216007621936e-14,0.0
4.358777728981226e-16,0.0
-1.7152551968933187e-16,0.0
-3.524048079494949e-14,0.0
5.177736664187161e-16,0.0
4.911273745780268e-16,0.0
3.822716106604545e-14,0.0
3.886594686901186e-14,0.0
9.00879860630441e-16,0.0
4.153611590051596e-14,0.0
4.139618167894766e-14,0.0
-1.0109440314643182e-15,0.0
-7.3524823899640365e-16,0.0
1.1585917086533678e-16,0.0
6.10687466736235e-14,0.0
6.140323178686519e-14,0.0
3.0846627193558944e-16,0.0
6.352202590415506e-14,0.0
6.271935271573937e-14,0.0
-1.8016739040520642e-16,0.0
-1.9094114492236755e-14,0.0
-1.8971861803522756e-16,0.0
-1.837892273449489e-14,0.0
-9.431032190116791e-17,0.0
-1.8044106189442804e-14,0.0
-4.3958077732655016e-17,0.0
-1.7868005886106645e-14,0.0
3.8080647614171697e-16,0.0
-6.581831974515917e-14,0.0
-6.653274514369529e-14,0.0
4.764049155390037e-16,0.0
-6.503858414999287e-14,0.0
-6.561140886914355e-14,0.0
-4.642574173091962e-16,0.0
-4.297315164988157e-14,0.0
-4.054502347333292e-14,0.0
-9.384994927929313e-16,0.0
-4.532305017510679e-14,0.0
-4.361722160988024e-14,0.0
-4.1612597054244714e-16,0.0
-4.742675268148163e-14,0.0
8.4955998269786e-16,0.0
-2.2107472357176647e-16,0.0
-4.792762513055461e-14,0.0
5.814457436912205e-16,0.0
2.0891381245123896e-16,0.0
3.564842724899691e-14,0.0
3.5054303305948994e-14,0.0
1.4778863627815526e-16,0.0
3.516350190912014e-14,0.0
3.461917984767205e-14,0.0
2.1097007176345474e-16,0.0
3.598229753332212e-14,0.0
-4.207718771385821e-16,0.0
1.9864725482856715e-16,0.0
3.5666251369101777e-14,0.0
-4.599513631379472e-16,0.0
-1.0770416650482199e-16,0.0
-9.975230185299053e-17,0.0
-6.139860252614419e-14,0.0
1.8614974472398277e-16,0.0
-6.225849046195925e-14,0.0
-1.9148459774985625e-16,0.0
-9.89557810518658e-17,0.0
-6.164447105277944e-14,0.0
4.158964263138034e-17,0.0
-6.20327868648942e-14,0.0
-6.046959390821557e-14,0.0
-6.239958334969612e-14,0.0
1.7792631036245576e-16,0.0
1.823835828131502e-14,0.0
1.875072689833489e-14,0.0
1.1643918548796966e-16,0.0
1.7585940758181584e-14,0.0
1.8212359371704213e-14,0.0
6.599234732963581e-14,0.0
6.583812771881669e-14,0.0
6.515728275907132e-14,0.0
6.489015884190599e-14,0.0
1.816899831969921e-16,0.0
-3.8358327474964633e-16,0.0
1.9148163290838657e-14,0.0
1.378276171292701e-16,0.0
-4.662833568848705e-16,0.0
1.8534985385112374e-14,0.0
6.641130495716092e-14,0.0
6.552022163104779e-14,0.0
2.0229039650914441e-16,0.0
3.3711339039978475e-14,0.0
3.3444023901803764e-14,0.0
1.584074914349595e-16,0.0
3.328231849748815e-14,0.0
3.28456379796455e-14,0.0
-4.521350687577177e-16,0.0
-5.566848590728853e-16,0.0
-4.2965153211480306e-14,0.0
-4.531516980819345e-14,0.0
-4.155102057765454e-16,0.0
8.492934601020734e-16,0.0
-4.743794376935693e-14,0.0
-2.1789138836620162e-16,0.0
5.875073965244041e-16,0.0
-4.7932262257309666e-14,0.0
1.8179210978425192e-16,0.0
6.584862165441761e-14,0.0
6.606965214777499e-14,0.0
1.4742878147922566e-16,0.0
6.498586038962886e-14,0.0
6.519401689212836e-14,0.0
-9.526264797937117e-17,0.0
1.982448737702257e-14,0.0
1.9460272821741497e-14,0.0
-3.8162439775670675e-16,0.0
-6.179165279794183e-17,0.0
1.9465607289589772e-14,0.0
1.9238495654768348e-14,0.0
-4.3983116070652737e-16,0.0
-6.136517584361275e-14,0.0
-6.226274934199996e-14,0.0
1.847960498290259e-16,0.0
-6.160999723092866e-14,0.0
-6.195495848729647e-14,0.0
8.800842502175357e-17,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
9.791654892507665e-17,0.0
1.8030431741314864e-16,0.0
-1.545330643276234e-17,0.0
5.776814618042389e-17,0.0
7.274127096932083e-17,0.0
-5.204898090319784e-19,0.0
5.4481405980775836e-17,0.0
7.943650799287085e-17,0.0
4.588139968355316e-17,0.0
1.8613419898279096e-18,0.0
1.1193168474685408e-15,0.0
5.974071835522102e-16,0.0
4.112338031562547e-16,0.0
3.6167982916248957e-16,0.0
5.482150218074406e-16,0.0
4.546556267299972e-16,0.0
-2.3787250016467425e-17,0.0
2.813910623026532e-16,0.0
1.0858648291124052e-15,0.0
4.594576437016908e-16,0.0
2.0976110720254676e-16,0.0
1.3387598775565498e-16,0.0
4.85734406954201e-16,0.0
1.3365324891553203e-16,0.0
1.7978100703620991e-16,0.0
8.142278896944614e-17,0.0
3.9467976099272434e-18,0.0
5.862168138461814e-17,0.0
3.461175784743907e-16,0.0
9.79468143051186e-17,0.0
9.808015723938127e-17,0.0
1.8990910928499943e-16,0.0
2.9487934781163027e-16,0.0
1.8311960445678574e-18,0.0
1.1327095294854507e-16,0.0
1.1634927633605715e-16,0.0
7.444300156995057e-17,0.0
5.4057274178928075e-17,0.0
2.3795116178209347e-16,0.0
1.191468059919516e-16,0.0
1.0931042936809069e-16,0.0
1.2099947573268087e-17,0.0
6.46714995787882e-17,0.0
1.4028789080747087e-18,0.0
7.10687515857446e-17,0.0
7.577387838420352e-17,0.0
5.292261385492896e-17,0.0
1.9872558036640564e-18,0.0
5.802902818459718e-16,0.0
2.622772851534527e-16,0.0
-3.3265895627457317e-16,0.0
4.624550602136204e-17,0.0
1.621376689644188e-16,0.0
1.488376826696932e-17,0.0
2.6574334385788673e-16,0.0
1.9502171930590032e-16,0.0
6.844579463870675e-17,0.0
1.1929612440835483e-16,0.0
1.1367794002338682e-16,0.0
2.7752251747951555e-18,0.0
1.6076122830091536e-16,0.0
3.788284569472203e-17,0.0
1.4332474253938515e-16,0.0
6.234298889292963e-17,0.0
4.374223690026875e-18,0.0
6.955454702397938e-17,0.0
-1.372875845045184e-16,0.0
-3.268468576533931e-16,0.0
2.5660118665027947e-17,0.0
2.199660116651845e-17,0.0
-7.356466271290304e-16,0.0
-1.1230206393421742e-15,0.0
-3.0601004126411534e-16,0.0
-3.6031800910277373e-16,0.0
3.7382621668309424e-16,0.0
-3.8717892666929846e-16,0.0
-2.0092747711671068e-16,0.0
-8.957852470045972e-18,0.0
-1.6922165201305634e-16,0.0
-1.2548965998342776e-16,0.0
-5.707855363797216e-17,0.0
-5.705571182007796e-17,0.0
-5.194086388970723e-17,0.0
-2.8314576595343207e-17,0.0
-4.901695090829615e-17,0.0
-1.266427782226639e-18,0.0
1.4462691707751113e-16,0.0
-1.6876870898907343e-16,0.0
3.02367628813826e-16,0.0
-7.725200899777034e-17,0.0
-4.0725165136884324e-18,0.0
-7.109076437965387e-17,0.0
-1.0237470168858715e-15,0.0
-1.3702106682152966e-16,0.0
-2.2572642999831413e-16,0.0
-1.6416126260378546e-16,0.0
-7.416657968942717e-17,0.0
-7.254108725115007e-17,0.0
-2.0964606829083373e-16,0.0
-2.785387544315089e-16,0.0
-1.16235840227475e-16,0.0
-1.22363034353001e-16,0.0
-5.1933200365379236e-17,0.0
-2.0898544084763876e-16,0.0
-3.925940511202027e-18,0.0
-7.109588766028732e-17,0.0
-2.634503679800424e-16,0.0
-1.166792389916802e-16,0.0
-8.152163025444921e-17,0.0
-1.8400952915790158e-16,0.0
-6.538247451605574e-17,0.0
-7.850969055138283e-17,0.0
-8.695286502802245e-17,0.0
-2.636534421024389e-18,0.0
-7.368708509099524e-16,0.0
-3.0598266371512565e-16,0.0
-3.8028579635442367e-16,0.0
3.767135305073429e-16,0.0
-8.748920543912403e-18,0.0
-2.0030500433536842e-16,0.0
-2.22166864766687e-16,0.0
-2.3336386796258217e-16,0.0
-1.204061658751584e-16,0.0
-1.2352933361973565e-16,0.0
-7.334269205263587e-17,0.0
-2.987072819030377e-17,0.0
-5.683067845222249e-17,0.0
-5.942008790176551e-17,0.0
-5.2230764641409795e-17,0.0
-1.1664445055403175e-18,0.0
1.3859741600136874e-16,0.0
3.523278793248358e-16,0.0
-1.3486191590339045e-16,0.0
-7.576937838457695e-17,0.0
-6.479911415947176e-17,0.0
-2.3919467842674747e-18,0.0
6.467149897291672e-17,0.0
1.4028723809467298e-18,0.0
7.274127020928181e-17,0.0
1.0931042578024561e-16,0.0
1.2099946269746921e-17,0.0
1.8030430369816304e-16,0.0
5.292259820549918e-17,0.0
1.9872647522149073e-18,0.0
7.106874375165268e-17,0.0
7.577386985672415e-17,0.0
2.6227728283121503e-16,0.0
2.8139105640646665e-16,0.0
5.80290286021487e-16,0.0
4.546556411100564e-16,0.0
1.6213766439896373e-16,0.0
1.488376029670533e-17,0.0
-3.326589617296625e-16,0.0
4.6245494707179174e-17,0.0
1.1929613844473182e-16,0.0
1.136779279787563e-16,0.0
2.7752383676138233e-18,0.0
2.6574333860400477e-16,0.0
1.950216969827598e-16,0.0
6.844578361893298e-17,0.0
1.1914680900001793e-16,0.0
2.379511374169539e-16,0.0
6.234299416495198e-17,0.0
4.374228534043885e-18,0.0
6.955457418503575e-17,0.0
1.607611806667237e-16,0.0
3.7882848026715293e-17,0.0
1.4332471855140315e-16,0.0
5.4057278948437055e-17,0.0
7.444299526666012e-17,0.0
2.566010840776892e-17,0.0
2.1996566246131326e-17,0.0
-1.3728759774714953e-16,0.0
-3.2684684745603397e-16,0.0
9.794683213022914e-17,0.0
3.4611754460577405e-16,0.0
5.776815637100914e-17,0.0
-5.20490246932572e-19,0.0
9.791653702641532e-17,0.0
-1.5453308513595162e-17,0.0
4.588139370694087e-17,0.0
1.8613363866176293e-18,0.0
5.4481412222886456e-17,0.0
7.943650534548197e-17,0.0
4.112337973944533e-16,0.0
3.616798252540265e-16,0.0
1.1193168483021216e-15,0.0
5.974071876775805e-16,0.0
-2.3787251336348132e-17,0.0
5.482150200276479e-16,0.0
2.0976115845902345e-16,0.0
1.3387600429834956e-16,0.0
1.0858648134054608e-15,0.0
4.594576311274071e-16,0.0
8.142280626662815e-17,0.0
3.946838527567875e-18,0.0
5.862165758019363e-17,0.0
4.85734409334669e-16,0.0
1.3365327618426202e-16,0.0
1.797809899312455e-16,0.0
1.8311645921694404e-18,0.0
1.132709540820771e-16,0.0
1.1634922892126338e-16,0.0
9.808013187214902e-17,0.0
1.8990910102672456e-16,0.0
2.948793465723874e-16,0.0
-3.0601005036381137e-16,0.0
-3.603180113042721e-16,0.0
-7.356466348011524e-16,0.0
-1.123020635823116e-15,0.0
-2.0092748878766633e-16,0.0
-8.957847429866344e-18,0.0
3.7382619825165107e-16,0.0
-3.871789178245287e-16,0.0
-5.707856320198447e-17,0.0
-5.705571988442603e-17,0.0
-1.6922166715516707e-16,0.0
-1.2548967086747297e-16,0.0
-4.9016957958609494e-17,0.0
-1.266446097862543e-18,0.0
-5.194088911724947e-17,0.0
-2.83146017011212e-17,0.0
-7.725201961938868e-17,0.0
-4.072501782551711e-18,0.0
-7.109076189309059e-17,0.0
1.4462691835678867e-16,0.0
-1.6876868322334504e-16,0.0
3.0236766227623285e-16,0.0
-1.37021061171386e-16,0.0
-1.0237470098610976e-15,0.0
-7.416660544129981e-17,0.0
-7.25410911809264e-17,0.0
-2.257264218682415e-16,0.0
-1.6416124916560462e-16,0.0
-1.1623586213071996e-16,0.0
-1.223630674162544e-16,0.0
-2.0964609042002475e-16,0.0
-2.7853877598053587e-16,0.0
-3.9259404143989486e-18,0.0
-7.109589371012702e-17,0.0
-5.193320577756722e-17,0.0
-2.089854127547843e-16,0.0
-1.1667921907618807e-16,0.0
-2.6345036790539774e-16,0.0
-6.538248467760384e-17,0.0
-7.850968502826678e-17,0.0
-8.152164502749687e-17,0.0
-1.8400953775569846e-16,0.0
-2.6365377738707433e-18,0.0
-8.695285788899389e-17,0.0
