Sweep step,Time,Job id,Forward-0,Iter ,factor_step_size,Angle [rad],Predictor-0,Predictor-1,Forward-1,Bifurcation,Predictor-2,Forward-2
0,162.90738163037827,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,2,0.7530021826816283,0.11764250253366819,-,-,0.00391037840599089,-,-,-
0,162.9073900212429,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,-,-,-,0.003877235545041207,-
0,162.90739119275418,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,2,1.1605283322809412,0.043641813122159055,-,-,-,-,-,0.0038773169231052637
0,162.90740950380652,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,-,-,-,0.003873664599801663,-
0,162.90741076463834,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,2,1.187231170550171,0.042586711509021435,-,-,-,-,-,0.003873772121533338
0,162.90742983462633,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.003920207690714526,-,-,-,-
0,162.90743393728874,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,2,0.910146478354828,0.07914931231834339,-,-,0.00391955135521968,-,-,-
0,162.9074353281557,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,-,-,-,0.003869700651948151,-
0,162.90743670975527,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,2,1.2344695453950878,0.040713394915685784,-,-,-,-,-,0.0038698424487860314
0,162.9074701920298,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,-,-,-,0.0038651700979972408,-
0,162.90747174089262,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,2,1.2575450890426032,0.03979334185418331,-,-,-,-,-,0.0038653589269016376
0,162.90750169675428,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.003928571561475185,-,-,-,-
0,162.90750407094836,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,2,0.9981670454260811,0.050728393883404055,-,-,0.003928107873688445,-,-,-
0,162.9075174354456,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,-,-,-,0.0038599589131959105,-
0,162.90751916047694,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,2,1.2976032613889728,0.03818502579769709,-,-,-,-,-,0.0038602072657191256
0,162.90758088043933,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.0039356611376691105,-,-,-,-
0,162.9075815015566,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,2,1.655174394786831,0.022014203659902924,-,-,0.003935527867025666,-,-,-
0,162.90758254796967,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,-,-,-,0.0038538394119058145,-
0,162.9075845144841,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,2,1.3468917977119905,0.03617997783863884,-,-,-,-,-,0.003854172479389483
0,162.9076241639366,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.0039596229523938195,-,-,-,-
0,162.90763026680102,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.003939627626786312,-,-,-,-
0,162.9076304249518,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,1,1.8194839563255243,0.010297976008369743,-,-,0.003939592097382937,-,-,-
0,162.90765782541754,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,4,0.4115998817516501,0.19480310012252142,-,-,0.003941716010814625,-,-,-
0,162.9076746614217,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,-,-,-,0.0038464713987247045,-
0,162.90767695803132,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,2,1.3903042435350739,0.034381853022236425,-,-,-,-,-,0.00384692883313455
0,162.90780796014113,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,-,-,-,0.0038374477346545606,-
0,162.90781065360983,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,2,1.4369534436421467,0.03240545750838745,-,-,-,-,-,0.0038380810004781814
0,162.9080056891732,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,-,-,-,0.003826194405685527,-
0,162.90800887194612,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,2,1.4910848071272598,0.030036825529892147,-,-,-,-,-,0.003827083044314387
0,162.90830788953417,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,-,-,-,0.003811859617030166,-
0,162.90831169470843,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,2,1.5440523678336968,0.027615118241496168,-,-,-,-,-,0.0038131314407853422
0,162.90878339612868,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,-,-,-,0.003793293831699578,-
0,162.9087879389747,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,2,1.6010679529628726,0.024850775838360598,-,-,-,-,-,0.003795131947589557
0,162.90912461742482,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.004010128710911207,-,-,-,-
0,162.90912829220798,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,2,1.6183460903655904,0.023971397912325842,-,-,0.0040077247905879725,-,-,-
0,162.9095553449409,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,-,-,-,0.0037688083672928617,-
0,162.9095607825869,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,2,1.6555350476011306,0.021994401930798643,-,-,-,-,-,0.00377150581101245
0,162.91006239388713,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.0040350418505415465,-,-,-,-
0,162.9100630944485,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,2,1.8379698507471296,0.008100234482494523,-,-,0.004034543197436485,-,-,-
0,162.9105743571472,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.004047410862487669,-,-,-,-
0,162.91057452280072,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,2,1.862558912816672,0.003529199109988627,-,-,0.004047288148998522,-,-,-
0,162.91083998698448,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.004063896886440641,-,-,-,-
0,162.9108460630939,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,-,-,-,0.0037360896087588955,-
0,162.9108496606057,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,3,1.495858969073396,0.029823230612852362,-,-,0.004053736836631358,-,-,-
0,162.91085251159058,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,3,1.7064629941227738,0.01904110730068758,-,-,-,-,-,0.0037400716272507793
0,162.9130635945068,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,-,-,-,0.0036919371116974306,-
0,162.91307112327468,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,3,1.7515119329489888,0.01607296403061359,-,-,-,-,-,0.0036978214996829075
0,162.91454763437494,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.00412567002530922,-,-,-,-
0,162.9145490657557,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,2,1.843877997401204,0.007264743626454785,-,-,0.004123976888494659,-,-,-
0,162.9165621249104,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.004155049752328366,-,-,-,-
0,162.91656243611183,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,2,1.8644280279144738,0.0029057155157354297,-,-,0.004154661460421895,-,-,-
0,162.9169648371693,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,-,-,-,0.0036320062344202472,-
0,162.91697345640955,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,3,1.7882898189106238,0.013237075277082741,-,-,-,-,-,0.003640682073512743
0,162.9176433582311,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.004169903873549445,-,-,-,-
0,162.91764343669155,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,2,1.8675117926731994,0.001353753737028417,-,-,0.004169803368637735,-,-,-
0,162.91821788743826,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.004185013160401382,-,-,-,-
0,162.91822253083018,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,3,1.8114811480964348,0.011121174608618051,-,-,0.004177601719973645,-,-,-
0,162.92396067287663,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,-,-,-,0.0035506013304300393,-
0,162.92397028281601,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,3,1.8162280317331938,0.010640139299079702,-,-,-,-,-,0.003563282953090503
0,162.92458152708818,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.00441091871051418,-,-,-,-
0,162.92462410930628,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,4,1.4226014864731298,0.03301911591254809,-,-,0.00425331484108129,-,-,-
0,162.93668759593356,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,-,-,-,0.003440419735351694,-
0,162.93669800172438,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,3,1.8360534127465906,0.008353844768256184,-,-,-,-,-,0.0034587438320879825
0,162.96007677415818,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,-,-,-,0.0032923830659474817,-
0,162.96008772690342,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,3,1.8491441746942856,0.006431849939737273,-,-,-,-,-,0.003318571356944552
0,163.00334892331298,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,-,-,-,0.003095843475196747,-
0,163.00336012334677,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,3,1.8572566817941667,0.004884511179284265,-,-,-,-,-,0.003132868881140954
0,163.01488657049765,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.0048410542825808745,-,-,-,-
0,163.01489009398074,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,3,1.8644267901546157,0.002906172428457317,-,-,0.00482561173104369,-,-,-
0,163.0632941104053,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.005353899675920315,-,-,-,-
0,163.06333272276518,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,4,1.8273437259638563,0.009423722481027628,-,-,0.00503018913689455,-,-,-
0,163.08373820618945,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,-,-,-,0.0028394822869969314,-
0,163.08374929865406,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,3,1.862122248716021,0.0036596622419317135,-,-,-,-,-,0.0028912448791063787
0,163.23345345310943,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,-,-,-,0.0025132730764415804,-
0,163.23346408696403,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,3,1.8649298626340813,0.0027141622885583417,-,-,-,-,-,0.0025851227670092656
0,163.51268049501869,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,-,-,-,0.0021138950649330075,-
0,163.51269022138257,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,3,1.8665339534224616,0.0019818220849846854,-,-,-,-,-,0.0022124710128510333
0,163.59369644000293,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.00649367088251016,-,-,-,-
0,163.59370024775959,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,3,1.8677140746839693,0.0011829655150182535,-,-,0.006455786167242519,-,-,-
0,163.81478551627333,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,0.00900847380470515,-,-,-,-,-
0,163.814803770673,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,0.008723635193682522,5,1.8675230420722646,0.0013448250110834306,-,-,-,-,-,-
0,163.87769144886673,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.007017108987076784,-,-,-,-
0,163.87769220951563,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,3,1.8682787741165234,0.0004361177272839498,-,-,0.007008967497709574,-,-,-
0,164.02968086072357,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.007671710501262666,-,-,-,-
0,164.02970239145415,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,4,1.8650088461314154,0.0026827733122110863,-,-,0.007277787631088201,-,-,-
0,164.03388278177437,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,-,-,-,0.0016529478364863707,-
0,164.0338910573339,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,3,1.8674477504828448,0.0014035037127477544,-,-,-,-,-,0.0017853226807557545
0,165.00721204943855,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,-,-,-,0.0011678620305991248,-
0,165.00721826646716,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,3,1.867962797842543,0.0009310014071959787,-,-,-,-,-,0.0013369876898083129
0,165.65988532708417,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.009633927350419501,-,-,-,-
0,165.65988809252252,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,3,1.8681516437204195,0.0006799964227126543,-,-,0.00956859074990953,-,-,-
0,166.5325224702651,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.010572129554522709,-,-,-,-
0,166.53252304076642,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,3,1.8683264879011006,0.0002967227287692528,-,-,0.010556704838740107,-,-,-
0,166.8253607851593,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,-,-,-,0.0007231759372269578,-
0,166.82536459802478,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,3,1.8682267392050214,0.0005491879358405843,-,-,-,-,-,0.0009190731646078786
0,166.99959275374516,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.011049869613990319,-,-,-,-
0,166.99959289306636,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,2,1.8683575929018246,0.0001464601470988118,-,-,0.011045801190064798,-,-,-
0,167.24958288695655,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,6,1.866758139436315,0.0018566677179098975,-,-,0.011298300681304248,-,-,-
0,167.24958516617482,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.011989952781056109,-,-,-,-
0,167.72531326839788,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,0.013147067296430495,-,-,-,-,-
0,167.72534849224917,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,0.012439667127329431,6,1.8669705827621546,0.0017297478561380582,-,-,-,-,-,-
0,170.22207577518947,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,-,-,-,0.00038509025548503,-
0,170.22207753348863,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,3,1.868332365738847,0.00027470023761741333,-,-,-,-,-,0.0005799126632097396
0,170.99119029156532,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,5,1.8679688382007762,0.0009240286784113529,-,-,0.014558896967626422,-,-,-
0,170.99119489488064,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.014725283503130774,-,-,-,-
0,172.72519602556798,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,0.01688547931815175,-,-,-,-,-
0,172.72520823052903,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,0.01616685929151508,7,1.8662804780841926,0.0021144397677640833,-,-,-,-,-,-
0,172.97519972662093,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,0.0163346659820914,3,1.868361266443511,0.0001165582754944135,-,-,-,-,-,-
0,172.9751997990334,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,0.016336745658702273,-,-,-,-,-
0,172.9942234228405,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,5,1.8682239763596906,0.0005545474118372359,-,-,0.016045772401781445,-,-,-
0,172.9942255395543,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.01609291836667618,-,-,-,-
0,173.44227370708282,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,0.016644482955452063,3,1.868342327778122,0.00023266302374107357,-,-,-,-,-,-
0,173.44227400596847,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,0.016651747701276292,-,-,-,-,-
0,174.06637857789906,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,4,1.8683162093227172,0.0003317384442029968,-,-,0.016793110432404577,-,-,-
0,174.06637936205334,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.016806819920957575,-,-,-,-
0,174.31492590973144,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,0.017211092640249476,4,1.8682627314659963,0.0004738631276940479,-,-,-,-,-,-
0,174.3149271358758,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,0.017236713593591656,-,-,-,-,-
0,174.6402385185995,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,3,1.8683507117963312,0.00019021693757623507,-,-,0.017181509415779957,-,-,-
0,174.6402387758333,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.01718549557317637,-,-,-,-
0,174.94738573479168,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,3,1.8683623073115545,0.0001065712141197167,-,-,0.017386351228635296,-,-,-
0,174.94738581662926,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.01738750486359531,-,-,-,-
0,175.11177934028143,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,5,1.867570242789009,0.001306697206962515,-,-,0.017495156359125238,-,-,-
0,175.11179829377144,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.017675036395104086,-,-,-,-
0,175.22207695740804,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,-,-,-,0.0002623737523765898,-
0,175.2220773578016,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,3,1.8683620874028812,0.00010875766214170937,-,-,-,-,-,0.0003726156115613522
0,175.9452601013248,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,0.01823090249922364,5,1.8677853352283216,0.0011165996618402508,-,-,-,-,-,-
0,175.94526639953583,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,0.01832391858755875,-,-,-,-,-
0,176.87227659129164,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,5,1.8678624315985788,0.001040043589234851,-,-,0.018627286868757087,-,-,-
0,176.87228666509023,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.01869025688414002,-,-,-,-
0,177.8147794792531,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,4,1.8680923402457588,0.0007677076293845525,-,-,0.019211443216719006,-,-,-
0,177.81478395846435,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.019232482022015468,-,-,-,-
0,178.3192975289723,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,4,1.8682458769415609,0.0005105217028666567,-,-,0.019518761212589903,-,-,-
0,178.3192992297374,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.019525431281875637,-,-,-,-
0,178.58934274250078,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,3,1.8683215728534421,0.0003139542638906262,-,-,0.019681866660123403,-,-,-
0,178.58934332517305,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.019683894996318747,-,-,-,-
0,178.73388024437062,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,3,1.8683524494924793,0.00018017271192437368,-,-,0.019768796445063314,-,-,-
0,178.73388042494773,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.019769399035521624,-,-,-,-
0,178.81124070338473,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,5,1.8651602279171617,0.00262156596683707,-,-,0.019815222591784802,-,-,-
0,178.81129376224757,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.01993966496919941,-,-,-,-
0,178.99029966380812,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,0.020018560417448383,7,1.85634998558745,0.005080520316484466,-,-,-,-,-,-
0,178.99035477122845,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,0.020397776802979974,-,-,-,-,-
0,179.24026479744015,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,0.020158941581133915,3,1.868059102411964,0.0008127393231320287,-,-,-,-,-,-
0,179.24026735121294,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,0.02016589820637144,-,-,-,-,-
0,179.64074517479557,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,5,1.8634366407656584,0.003251261061163687,-,-,0.02030923403747985,-,-,-
0,179.64079499786706,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.020371700739993753,-,-,-,-
0,179.7071950417612,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,0.02041828314845533,5,1.8657271981230086,0.0023784188227411137,-,-,-,-,-,-
0,179.70720877151393,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,0.02044657114905399,-,-,-,-,-
0,179.75075108194724,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,0.020442263116129275,3,1.8683302285462384,0.0002829060610505122,-,-,-,-,-,-
0,179.75075130753189,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,0.02044263243730441,-,-,-,-,-
0,179.8321267836745,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,0.020486956073322536,3,1.8682028524550358,0.0005939283321964614,-,-,-,-,-,-
0,179.83212769317157,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,0.020488307795626024,-,-,-,-,-
0,179.98414716666085,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,0.020570035816955077,3,1.8674423247642198,0.00140763786655437,-,-,-,-,-,-
0,179.98415121374939,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,0.020575216882255467,-,-,-,-,-
0,180.08583942000394,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,5,1.860741378452428,0.004044805734009823,-,-,0.020572564377663444,-,-,-
0,180.0858844862633,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.020603630498857717,-,-,-,-
0,180.2220772532598,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,-,-,-,0.00023727875725199134,-
0,180.22207730712122,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,2,1.8683668974107417,0.00003912078164170818,-,-,-,-,-,0.0002721296310448883
0,180.2680019355385,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,0.020723348558376018,5,1.8569641138876023,0.0049485963127521,-,-,-,-,-,-
0,180.26802709044247,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,0.020745620016180032,-,-,-,-,-
0,180.2943527227762,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,0.02073742026928087,3,1.8681590829772063,0.0006681815422825099,-,-,-,-,-,-
0,180.2943532710138,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,0.020737760428166503,-,-,-,-,-
0,180.32499160328626,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,5,1.857059243860556,0.004927849032034323,-,-,0.02071451185661855,-,-,-
0,180.3250299828568,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.020729528361443563,-,-,-,-
0,180.343576796151,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,0.020763605780497456,3,1.867322232710091,0.0014962238527672183,-,-,-,-,-,-
0,180.3435790818658,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,0.020764885949908402,-,-,-,-,-
0,180.4354769653064,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,0.020812045899239014,4,1.8596577515644521,0.004323260399906474,-,-,-,-,-,-
0,180.43548900644694,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,0.02081728648869678,-,-,-,-,-
0,180.4537260330383,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,5,1.8533520742305483,0.005681257828758826,-,-,0.020791672573320704,-,-,-
0,180.45375569461987,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,-,-,-,-,0.02079856166978422,-,-,-,-
0,180.52314790461202,e3c42e2c-2b8d-4530-a765-e29ad25aafe8,-,5,1.8517293424339698,0.0059816785382071965,-,-,0.02083388117029522,-,-,-
