Sweep step,Eigenmode,Job id,RPM,Eigenfrequencies
4,11,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-04,689.6551724137931,8200.519351522558
4,12,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-04,689.6551724137931,8280.917946538502
5,0,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-05,862.0689655172414,111.99455855074629
5,1,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-05,862.0689655172414,181.44695716878823
5,2,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-05,862.0689655172414,659.1375690575511
5,3,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-05,862.0689655172414,956.9648458833154
5,4,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-05,862.0689655172414,1772.8919983737783
5,5,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-05,862.0689655172414,2606.8523728952114
5,6,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-05,862.0689655172414,3421.9502889997493
5,7,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-05,862.0689655172414,4255.032012497772
5,8,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-05,862.0689655172414,5035.041838646009
5,9,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-05,862.0689655172414,5601.576995480491
5,10,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-05,862.0689655172414,7645.893849214186
5,11,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-05,862.0689655172414,8212.820029577237
5,12,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-05,862.0689655172414,8299.482219263988
6,0,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-06,1034.4827586206898,117.06224713634883
6,1,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-06,1034.4827586206898,194.20922968317547
6,2,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-06,1034.4827586206898,676.1722287912908
6,3,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-06,1034.4827586206898,970.603196728379
6,4,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-06,1034.4827586206898,1792.2380041331824
6,5,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-06,1034.4827586206898,2620.731836609739
6,6,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-06,1034.4827586206898,3442.7890891584857
6,7,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-06,1034.4827586206898,4255.285004711603
6,8,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-06,1034.4827586206898,5049.570655679309
6,9,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-06,1034.4827586206898,5623.235906590701
6,10,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-06,1034.4827586206898,7646.672226948088
6,11,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-06,1034.4827586206898,8227.824329728213
6,12,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-06,1034.4827586206898,8322.15964941638
7,0,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-07,1206.896551724138,122.63144977083618
7,1,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-07,1206.896551724138,208.23615167845068
7,2,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-07,1206.896551724138,695.7597012357115
7,3,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-07,1206.896551724138,986.4780023001282
7,4,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-07,1206.896551724138,1814.8009871130162
7,5,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-07,1206.896551724138,2637.029490131489
7,6,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-07,1206.896551724138,3467.2223553982963
7,7,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-07,1206.896551724138,4255.580111431006
7,8,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-07,1206.896551724138,5066.679563659106
7,9,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-07,1206.896551724138,5648.684562580598
7,10,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-07,1206.896551724138,7647.576153022138
7,11,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-07,1206.896551724138,8245.51531272142
7,12,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-07,1206.896551724138,8348.909661579202
8,0,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-08,1379.3103448275863,128.58980962007806
8,1,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-08,1379.3103448275863,223.27029865224418
8,2,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-08,1379.3103448275863,717.6851474010333
8,3,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-08,1379.3103448275863,1004.4824575662728
8,4,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-08,1379.3103448275863,1840.4488972828428
8,5,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-08,1379.3103448275863,2655.695868959579
8,6,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-08,1379.3103448275863,3495.16417382225
8,7,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-08,1379.3103448275863,4255.913793784805
8,8,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-08,1379.3103448275863,5086.338910299057
8,9,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-08,1379.3103448275863,5677.862773545794
8,10,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-08,1379.3103448275863,7648.592260142424
8,11,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-08,1379.3103448275863,8265.873230173554
8,12,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-08,1379.3103448275863,8379.675064315074
9,0,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-09,1551.7241379310346,134.84516779009255
9,1,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-09,1551.7241379310346,239.1034723308246
9,2,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-09,1551.7241379310346,741.7336479318327
9,3,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-09,1551.7241379310346,1024.5028345347328
9,4,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-09,1551.7241379310346,1869.0392828943275
9,5,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-09,1551.7241379310346,2676.675758727084
9,6,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-09,1551.7241379310346,3526.519846602551
9,7,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-09,1551.7241379310346,4256.2837655855665
9,8,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-09,1551.7241379310346,5108.514894450656
9,9,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-09,1551.7241379310346,5710.704971225455
9,10,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-09,1551.7241379310346,7649.713324784018
9,11,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-09,1551.7241379310346,8288.875529180668
9,12,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-09,1551.7241379310346,8414.38602123588
10,0,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-10,1724.1379310344828,141.3244202525815
10,1,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-10,1724.1379310344828,255.57031935662786
10,2,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-10,1724.1379310344828,767.6966176940681
10,3,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-10,1724.1379310344828,1046.4212852901142
10,4,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-10,1724.1379310344828,1900.422187012982
10,5,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-10,1724.1379310344828,2699.9088494970056
10,6,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-10,1724.1379310344828,3561.1867202749972
10,7,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-10,1724.1379310344828,4256.68900924519
10,8,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-10,1724.1379310344828,5133.169781634773
10,9,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-10,1724.1379310344828,5747.140038331185
10,10,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-10,1724.1379310344828,7650.938517342471
10,11,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-10,1724.1379310344828,8314.496913868401
10,12,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-10,1724.1379310344828,8452.96404115186
11,0,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-11,1896.5517241379312,147.97093414358605
11,1,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-11,1896.5517241379312,272.54076253673327
11,2,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-11,1896.5517241379312,795.3764426233836
11,3,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-11,1896.5517241379312,1070.1183978079916
11,4,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-11,1896.5517241379312,1934.4430723135154
11,5,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-11,1896.5517241379312,2725.330453531572
11,6,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-11,1896.5517241379312,3599.0552267166204
11,7,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-11,1896.5517241379312,4257.129390732798
11,8,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-11,1896.5517241379312,5160.262201334338
11,9,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-11,1896.5517241379312,5787.091330447054
11,10,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-11,1896.5517241379312,7652.271891571623
11,11,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-11,1896.5517241379312,8342.709447257172
11,12,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-11,1896.5517241379312,8495.325355041614
12,0,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-12,2068.9655172413795,154.74154252759888
12,1,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-12,2068.9655172413795,289.9128869730107
12,2,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-12,2068.9655172413795,824.5894689865843
12,3,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-12,2068.9655172413795,1095.4754054021882
12,4,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-12,2068.9655172413795,1970.945582906062
12,5,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-12,2068.9655172413795,2752.8722563338115
12,6,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-12,2068.9655172413795,3640.010077732738
12,7,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-12,2068.9655172413795,4257.605416850947
12,8,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-12,2068.9655172413795,5189.747492172632
12,9,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-12,2068.9655172413795,5830.476878622945
12,10,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-12,2068.9655172413795,7653.720385104894
12,11,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-12,2068.9655172413795,8373.482679046112
12,12,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-12,2068.9655172413795,8541.383470793351
13,0,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-13,2241.379310344828,161.60368147829212
13,1,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-13,2241.379310344828,307.6068831108338
13,2,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-13,2241.379310344828,855.1675908672303
13,3,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-13,2241.379310344828,1122.375996417059
13,4,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-13,2241.379310344828,2009.7739953125363
13,5,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-13,2241.379310344828,2782.463066714302
13,6,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-13,2241.379310344828,3683.9315305036607
13,7,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-13,2241.379310344828,4258.117776091806
13,8,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-13,2241.379310344828,5221.578060498833
13,9,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-13,2241.379310344828,5877.209722973892
13,10,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-13,2241.379310344828,7655.292070472672
13,11,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-13,2241.379310344828,8406.783783803163
13,12,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-13,2241.379310344828,8591.050909854
14,0,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-14,2413.793103448276,168.53293830270107
14,1,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-14,2413.793103448276,325.5601456969692
14,2,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-14,2413.793103448276,886.9587633054485
14,3,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-14,2413.793103448276,1150.707730881923
14,4,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-14,2413.793103448276,2050.7752998225023
14,5,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-14,2413.793103448276,2814.029550976541
14,6,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-14,2413.793103448276,3730.696672958398
14,7,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-14,2413.793103448276,4258.667203489843
14,8,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-14,2413.793103448276,5255.7037402238075
14,9,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-14,2413.793103448276,5927.198350055916
14,10,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-14,2413.793103448276,7656.99493464951
14,11,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-14,2413.793103448276,8442.577710093112
14,12,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-14,2413.793103448276,8644.240257023816
15,0,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-15,2586.206896551724,175.51105980600312
15,1,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-15,2586.206896551724,343.72341147691856
15,2,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-15,2586.206896551724,919.8267349819795
15,3,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-15,2586.206896551724,1180.3630864319007
15,4,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-15,2586.206896551724,2093.800882935233
15,5,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-15,2586.206896551724,2847.496931214262
15,6,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-15,2586.206896551724,3780.180673190176
15,7,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-15,2586.206896551724,4259.2543786141
15,8,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-15,2586.206896551724,5292.072141698573
15,9,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-15,2586.206896551724,5980.34719529787
15,10,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-15,2586.206896551724,7658.836196429105
15,11,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-15,2586.206896551724,8480.827335736692
15,12,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-15,2586.206896551724,8700.864684005872
16,0,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-16,2758.6206896551726,182.52440237315983
16,1,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-16,2758.6206896551726,362.05775958669375
16,2,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-16,2758.6206896551726,953.6502657438372
16,3,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-16,2758.6206896551726,1211.2401762814754
16,4,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-16,2758.6206896551726,2138.7078240876904
16,5,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-16,2758.6206896551726,2882.789635625526
16,6,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-16,2758.6206896551726,3832.2579564894227
16,7,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-16,2758.6206896551726,4259.879834710478
16,8,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-16,2758.6206896551726,5330.628986095904
16,9,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-16,2758.6206896551726,6036.557182380288
16,10,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-16,2758.6206896551726,7660.822056325538
16,11,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-16,2758.6206896551726,8521.493628104563
16,12,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-16,2758.6206896551726,8760.838111001887
17,0,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-17,2931.034482758621,189.56275398222078
17,1,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-17,2931.034482758621,380.53229773711024
17,2,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-17,2931.034482758621,988.3220396852456
17,3,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-17,2931.034482758621,1243.2431903176607
17,4,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-17,2931.034482758621,2185.359840847259
17,5,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-17,2931.034482758621,2919.8318938224397
17,6,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-17,2931.034482758621,3886.8032850039976
17,7,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-17,2931.034482758621,4260.543980894359
17,8,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-17,2931.034482758621,5371.318425955996
17,9,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-17,2931.034482758621,6095.726273693029
17,10,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-17,2931.034482758621,7662.957751494454
17,11,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-17,2931.034482758621,8564.535809585952
17,12,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-17,2931.034482758621,8824.075152523765
18,0,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-18,3103.4482758620693,196.61844962031327
18,1,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-18,3103.4482758620693,399.1223828166817
18,2,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-18,3103.4482758620693,1023.7474255197778
18,3,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-18,3103.4482758620693,1276.2826080073098
18,4,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-18,3103.4482758620693,2233.6279225358408
18,5,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-18,3103.4482758620693,2958.548270452166
18,6,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-18,3103.4482758620693,3943.69271882959
18,7,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-18,3103.4482758620693,4261.247108605162
18,8,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-18,3103.4482758620693,5414.083350871722
18,9,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-18,3103.4482758620693,6157.750001628848
18,10,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-18,3103.4482758620693,7665.247807036785
18,11,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-18,3103.4482758620693,8609.9115256376
18,12,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-18,3103.4482758620693,8890.490957151718
19,0,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-19,3275.862068965517,203.68571545550103
19,1,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-19,3275.862068965517,417.80825235282265
19,2,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-19,3275.862068965517,1059.8431946487706
19,3,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-19,3275.862068965517,1310.2752312187088
19,4,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-19,3275.862068965517,2283.3907001683756
19,5,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-19,3275.862068965517,2998.864135254118
19,6,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-19,3275.862068965517,4002.804446689668
19,7,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-19,3275.862068965517,4261.989419450955
19,8,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-19,3275.862068965517,5458.865679128951
19,9,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-19,3275.862068965517,6222.521953033599
19,10,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-19,3275.862068965517,7667.696408057495
19,11,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-19,3275.862068965517,8657.577014287994
19,12,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-19,3275.862068965517,8960.001021068882
20,0,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-20,3448.2758620689656,210.76018395062832
20,1,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-20,3448.2758620689656,436.5739708242164
20,2,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-20,3448.2758620689656,1096.5362666136657
20,3,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-20,3448.2758620689656,1345.1440796537368
20,4,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-20,3448.2758620689656,2334.5345989978764
20,5,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-20,3448.2758620689656,3040.706069398582
20,6,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-20,3448.2758620689656,4064.019471355718
20,7,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-20,3448.2758620689656,4262.771076183203
20,8,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-20,3448.2758620689656,5505.606635230609
20,9,cdc28360-0a48-4d41-aa2a-ee72dcb540cd-20,3448.2758620689656,6289.934175445893
