u,freq
158,0.001201187131311022
158.3,0.001280563750787102
158.60000000000002,0.0013713807332807317
158.90000000000003,0.0014763029151893276
159.20000000000005,0.0015988923473239246
159.50000000000006,0.0017440207779835161
159.80000000000007,0.0019185323777256614
160.10000000000008,0.002132354578306172
160.4000000000001,0.002400454341525609
160.7000000000001,0.0027465012266226596
161.0000000000001,0.00321026796369898
161.30000000000013,0.003864131963210745
161.60000000000014,0.004855096846545936
161.90000000000015,0.006534379051916915
162.20000000000016,0.010000691539615742
162.50000000000017,0.021350131691961486
162.80000000000018,0.15556297746540967
163.1000000000002,0.01672069101155436
163.4000000000002,0.008826468483458427
163.70000000000022,0.005991729831166156
164.00000000000023,0.004532894937177124
164.30000000000024,0.003643860057675386
164.60000000000025,0.003045337350210992
164.90000000000026,0.0026149298395625876
165.20000000000027,0.002290530385190367
165.50000000000028,0.0020372701062124463
165.8000000000003,0.0018340614360444884
166.1000000000003,0.0016674019454772484
166.40000000000032,0.0015282452656369438
166.70000000000033,0.0014103028496016098
167.00000000000034,0.0013090676430668631
167.30000000000035,0.001221224825411938
167.60000000000036,0.0011442820856486671
167.90000000000038,0.0010763294334660953
