u,freq
158,0.0011183892686255409
158.05,0.0011279121311364895
158.10000000309802,0.0011375734838766178
158.16000000749958,0.0011493489280185577
158.2320000269773,0.0011637513503418612
158.31840006004242,0.0011814324318277062
158.42208010574146,0.0012032380919555542
158.5464961636537,0.0012302782010300127
158.69579543393445,0.0012640286896757412
158.87495455741032,0.0013064811862781476
159.0899455037445,0.0013603628513529653
159.34793463730227,0.0014294583824579976
159.65752159626973,0.0015190679552553531
160.02902594766385,0.0016366070473159012
160.47483117328335,0.0017922193404177676
161.0097974523257,0.001998873573345582
161.5447637321681,0.0022183288800333052
162.07973005325556,0.0024480664019103844
162.61469641147949,0.0026825242949268966
163.14966280163424,0.0029173000738521135
163.6846292182536,0.0031492416977550322
164.21959565627813,0.0033763317001726536
164.75456211130654,0.0035974016218563824
165.28952857964305,0.003811866439377978
165.82449505824064,0.0040195189676707965
166.3594615446068,0.0042203852151747765
166.89442803670667,0.004414628596695304
167.4293945328742,0.004602487650519043
167.96436103173835,0.004784237025115886
168.49932753216257,0.00496016335166623
169.03429403319706,0.005130550824463777
169.56926053404078,0.005295672831694576
170.10422703401173,0.0054557875960964605
170.63919353252328,0.005611135810111395
171.17416002906597,0.00576194034467375
171.7091265231928,0.0059084061842226525
172.2440930145075,0.006050721319948235
172.77905950265506,0.0061890576337706145
173.314025987315,0.006323572055156741
173.8489924681939,0.006454407733807282
174.38395894502216,0.006581694870628518
174.91892541754834,0.006705552336482351
175.45389188553733,0.00682608776402965
175.9888583487658,0.006943399525621449
176.52382480702244,0.007057576283682138
177.05879126010225,0.0071686993832626444
177.59375770781054,0.007276841148912891
178.12872414995297,0.007382068891816667
178.6636905863471,0.007484440763523534
179.1986570168031,0.007584012612115271
179.73362344114878,0.007680829479591417
180.26858985919097,0.007774939298147785
180.80355627077296,0.007866372784774409
181.3385226756825,0.007955175270073887
181.87348907379462,0.008041358648864952
182.40845546484726,0.00812497624842762
182.94342184879403,0.00820600645262043
183.47838822523983,0.008284536823376308
184.01335459434634,0.008360472736316512
184.54832095537552,0.008434000979017892
185.0832873090304,0.008504852645967726
185.6182536536967,0.008573474155959245
186.15321999145155,0.008639175068695187
186.688186318516,0.008703040780557555
187.22315264029427,0.008763390389856874
187.75811894793532,0.008822787493372274
188.2930852543984,0.008877352252221134
188.82805153976656,0.008932822125510956
189.36301783278063,0.008980815273054792
189.89798409156467,0.009033258583103328
190.4329503744462,0.009073489346055463
190.96791660096548,0.00912411506282095
191.5028828777867,0.009155200127188585
192.03784906644063,0.009205102873643215
192.57281533964505,0.009226125817030757
193.1077814881302,0.00927542311322859
193.64274775490642,0.009286892840401927
194.17771386769087,0.009333865936451094
194.71268011783104,0.009338227275036661
195.24764620629784,0.009379403272804942
195.78261242494438,0.009380216272264732
196.3175785019104,0.009411873043167544
196.85254467668045,0.009411872933495026
197.38751074870547,0.009431982984454088
197.92247687554803,0.009431589909407158
198.45744293981483,0.009440510076430935
198.9924090225745,0.009438071387238853
199.52737507063821,0.009437505782226614
200.06234111563523,0.009430780261642398
200.59730713933612,0.009422259073955812
201.13227315067212,0.009409602402638072
201.66723914490612,0.009393807617565829
202.2022051236156,0.00937433692487402
202.73717108569102,0.009351290955404032
203.2721370310524,0.00932452110818798
203.8071029592511,0.009293957984762246
204.34206886994346,0.009259501929055133
204.87703476274712,0.009221054662151618
205.4120006372785,0.00917851153309235
205.94696649314625,0.009131761924894989
206.48193232995035,0.00908068913401313
207.01689814728286,0.009025169424761224
207.5518639447259,0.008965072550190079
208.08682972185423,0.008900259785139851
208.62179547823067,0.00883058516498929
209.15676121341102,0.008755892795189681
209.69172692693851,0.008676018002203665
210.22669261834662,0.008590785157749298
210.761658287157,0.00850000736718257
211.29662393287762,0.008403485955104017
211.8315895550055,0.008301008028493704
212.36655515302127,0.00819234648035687
212.9015207263906,0.008077258524449935
213.43648627456287,0.00795548302769244
213.97145179696702,0.007826740091682648
214.5064172930123,0.007690728140434273
215.04138276208406,0.007547122147809056
215.57634820354014,0.007395570903612594
216.11131361670923,0.007235693821431069
216.6462790008834,0.007067078540845146
217.18124435531544,0.006889275622060869
217.7162096792097,0.006701795740888993
218.25117497171524,0.0065041033992583345
218.78614023191312,0.006295611877913157
219.32110545880641,0.006075675821916778
219.85607065130048,0.005843584066242709
220.391035808185,0.005598549895979449
220.9260009281056,0.005339700788089682
221.46096600953402,0.005066065295287886
221.99593105072293,0.0047765588507323355
222.5308960496546,0.004469966054254974
223.06586100396922,0.004144920350841994
223.60082591087803,0.0037998797844271313
224.1357907670448,0.0034330988103304636
224.67075556843395,0.003042594801442926
225.20572031011062,0.0026261090691177937
225.7406849859785,0.002181061177348203
226.27564958842956,0.0017044974993076997
226.81061410788422,0.001193032734335438
227.34557853218163,0.0006427868366399441
227.88054284577413,4.9321003555999764e-05
228.41550702867343,0.0005924202128242965
228.95047105508925,0.0012881470832903155
229.48543489171354,0.0020442211590667217
229.75291692700011,0.0034204149510466157
