u,freq
0.0010835725117476927,168
0.0010951410366721221,167.9500000797054
0.0011081770063819734,167.8950001717153
0.0011229087880912647,167.83450027854067
0.0011396116560830527,167.7679504033827
0.0011586207981094483,167.6947455503824
0.0011803490878884097,167.6142202249856
0.0012053117224193905,167.5256423844868
0.0012341615059784485,167.42820678386892
0.001267740599979789,167.32102765664118
0.001307158932269698,167.2031306645025
0.0013539181961742545,167.07344404338411
0.0014101175989771682,166.930788866945
0.0014788187386067658,166.77386834268097
0.0015647501769286757,166.60125605291174
0.001675844215979556,166.4113830630671
0.001827270330198537,166.20252389280873
0.0020561538893039684,165.97278186401638
0.0025674888468131575,165.72008459424646
0.002664379815584056,165.70230820790871
0.002732186868506421,165.6944969188627
0.002781626076086661,165.69107292026
0.0028246327199119557,165.68959094311845
0.002844177821449997,165.68936528342783
