Sweep step,Time,Job id,NNM-1,Iter ,Predictor-1,NNM-0,Bifurcation,Predictor-0
0,20.98759810320336,3b594658-fcf6-4cf7-821a-66d94369757f,0.7939465868603434,6,-,-,-,-
0,20.997702623221347,3b594658-fcf6-4cf7-821a-66d94369757f,-,-,0.7968143639226131,-,-,-
0,21.05515939087355,3b594658-fcf6-4cf7-821a-66d94369757f,0.6561717095961286,6,-,-,-,-
0,21.060994524884684,3b594658-fcf6-4cf7-821a-66d94369757f,-,-,0.6576446218589477,-,-,-
0,21.097020189693943,3b594658-fcf6-4cf7-821a-66d94369757f,0.5384729324314718,5,-,-,-,-
0,21.10047099817775,3b594658-fcf6-4cf7-821a-66d94369757f,-,-,0.5392483070821066,-,-,-
0,21.12348769421628,3b594658-fcf6-4cf7-821a-66d94369757f,0.4389156389020477,5,-,-,-,-
0,21.125611488561916,3b594658-fcf6-4cf7-821a-66d94369757f,-,-,0.43932983618844096,-,-,-
0,21.140492291843128,3b594658-fcf6-4cf7-821a-66d94369757f,0.35517677709917966,7,-,-,-,-
0,21.141846240769734,3b594658-fcf6-4cf7-821a-66d94369757f,-,-,0.35539943918863126,-,-,-
0,21.15151369866413,3b594658-fcf6-4cf7-821a-66d94369757f,0.2849809291975432,4,-,-,-,-
0,21.15239933802881,3b594658-fcf6-4cf7-821a-66d94369757f,-,-,0.2851005600745554,-,-,-
0,21.158673283034073,3b594658-fcf6-4cf7-821a-66d94369757f,0.22626190998015,4,-,-,-,-
0,21.159263720635927,3b594658-fcf6-4cf7-821a-66d94369757f,-,-,0.22632575477344688,-,-,-
0,21.16330659956722,3b594658-fcf6-4cf7-821a-66d94369757f,0.1772096332794383,4,-,-,-,-
0,21.163705432847028,3b594658-fcf6-4cf7-821a-66d94369757f,-,-,0.1772432745995325,-,-,-
0,21.166274891118714,3b594658-fcf6-4cf7-821a-66d94369757f,0.1362686993519978,3,-,-,-,-
0,21.166546459355313,3b594658-fcf6-4cf7-821a-66d94369757f,-,-,0.13628609151464,-,-,-
0,21.16814315054794,3b594658-fcf6-4cf7-821a-66d94369757f,0.10211751983154232,3,-,-,-,-
0,21.168330137238893,3b594658-fcf6-4cf7-821a-66d94369757f,-,-,0.10212629026354776,-,-,-
0,21.16928611311765,3b594658-fcf6-4cf7-821a-66d94369757f,0.07364091087214648,3,-,-,-,-
0,21.169414889721992,3b594658-fcf6-4cf7-821a-66d94369757f,-,-,0.07364522186982103,-,-,-
0,21.169953884538117,3b594658-fcf6-4cf7-821a-66d94369757f,0.049902016848611695,3,-,-,-,-
0,21.170043051902887,3b594658-fcf6-4cf7-821a-66d94369757f,-,-,0.049904143079429204,-,-,-
0,21.170313759358518,3b594658-fcf6-4cf7-821a-66d94369757f,0.030116201483610206,3,-,-,-,-
0,21.170375563148575,3b594658-fcf6-4cf7-821a-66d94369757f,-,-,0.030117434840096664,-,-,-
0,21.170477550733686,3b594658-fcf6-4cf7-821a-66d94369757f,-,3,-,0.01362869699265977,0.01362869699265977,-
0,21.170519718406503,3b594658-fcf6-4cf7-821a-66d94369757f,-,-,-,0.0004152430046341415,-,-
0,21.170519768155142,3b594658-fcf6-4cf7-821a-66d94369757f,-,2,-,0.00041675239490381223,-,-
0,21.17052712928998,3b594658-fcf6-4cf7-821a-66d94369757f,-,-,-,-,-,0.013630083527683344
