freq;ampx;ampy;ampz;dc0x;cos1x;sin1x;cos2x;sin2x;cos3x;sin3x;dc0y;cos1y;sin1y;cos2y;sin2y;cos3y;sin3y;dc0z;cos1z;sin1z;cos2z;sin2z;cos3z;sin3z
10.1772243005403;0.007240883956973337;8.65150874708593e-14;5.832025293966787e-05;-7.238736315033926e-08;0.007240761979316184;3.429992397285016e-05;-7.238686238380066e-08;-6.390591483958392e-10;-2.279656838162302e-08;-3.036523765423579e-10;-1.836197986287196e-14;4.985208667964017e-14;-1.54358337041685e-16;-1.83430306684192e-14;-2.784600905735456e-16;-4.200974007202273e-17;-1.838630996518481e-18;-1.57083081162294e-05;-2.69043887196284e-05;-1.187374273617356e-07;-1.570766855984231e-05;-1.467070320167209e-07;1.124560322440014e-10;1.432628872438261e-12
10.57722027603946;0.007356121719778934;1.38028214658616e-13;5.971266112450537e-05;-7.455073826353606e-08;0.007355996332371279;3.681983828253073e-05;-7.455045076670526e-08;-6.961556304009474e-10;-2.371378137484809e-08;-3.3408168332565e-10;-4.772327819303357e-14;-4.243124645822229e-14;-6.552537038626326e-16;-4.778540652768289e-14;-6.24969639413719e-16;-8.265310201260056e-17;2.853872262624643e-18;-1.620511397088061e-05;-2.730328696769451e-05;-1.274560786427431e-07;-1.620437703848142e-05;-1.599603367063192e-07;1.168525511654784e-10;1.57642793353971e-12
10.97721563685751;0.007479845843694735;3.708769073457683e-14;6.122483978874925e-05;-7.690769741629111e-08;0.007479716754790978;3.953987308547254e-05;-7.69065780994233e-08;-7.59260569554264e-10;-2.472537175883169e-08;-3.682577836913166e-10;-1.440099298929949e-14;8.13386547451164e-15;6.192663244825162e-16;-1.463272952357278e-14;1.924355550323039e-17;-8.206875714904012e-17;2.274835417305342e-19;-1.674713335754999e-05;-2.773154493528498e-05;-1.368666976364058e-07;-1.674628319989617e-05;-1.74631055335338e-07;1.217039818872436e-10;1.737963094211948e-12
11.37721028404434;0.007612744411558119;5.549405043797999e-13;6.28690270552894e-05;-7.948044669525263e-08;0.007612611299981017;4.24848932782878e-05;-7.947473092994155e-08;-8.291123037449415e-10;-2.584360052362241e-08;-4.068076120911901e-10;1.197226178704035e-13;3.15363893331317e-13;4.327080883472333e-16;1.199014496748425e-13;4.268906659962935e-16;-4.745649676310089e-17;-4.849094471159748e-19;-1.733929738954308e-05;-2.819154160418259e-05;-1.470552557698858e-07;-1.733831512617181e-05;-1.909317096808207e-07;1.27064608072276e-10;1.919534471237367e-12
11.77720409964333;0.007755592527475572;3.459727119278868e-13;6.465926599524053e-05;-8.229254845536325e-08;0.007755455032323762;4.568361631672563e-05;-8.228551859831063e-08;-9.070133816600021e-10;-2.708291524344908e-08;-4.50498910385759e-10;6.409339419339347e-14;2.174739064788657e-13;5.003824226504627e-16;6.440715131203509e-14;3.050594211363993e-16;-1.74005640748434e-18;-1.316847547406938e-18;-1.798728955327845e-05;-2.868595693459207e-05;-1.581210540037053e-07;-1.798615254265824e-05;-2.091140160134869e-07;1.330352882298096e-10;2.126042597410766e-12
12.17719694256342;0.007909270904383649;7.004155590936373e-14;6.661169604808292e-05;-8.537320464198623e-08;0.007909120778415626;4.916922426629145e-05;-8.537380840376977e-08;-9.960059113696826e-10;-2.846041652644556e-08;-5.002656876871332e-10;-2.013034819198986e-15;6.607804688243217e-14;4.732907473364866e-16;-1.95165587434261e-15;8.947765540440962e-18;-1.229683128689156e-18;6.010929724761663e-19;-1.869767297336921e-05;-2.921780886714802e-05;-1.701788162748422e-07;-1.869635394231443e-05;-2.294769825344915e-07;1.397347487432929e-10;2.370515824751318e-12
12.5771886427556;0.008074788475414102;8.652591848827202e-14;6.874533194721756e-05;-8.875347075073713e-08;0.008074598870987305;5.298032410520654e-05;-8.869934521308194e-08;-1.115189730278537e-09;-2.999648912111573e-08;-5.572463074431575e-10;-1.011905251070575e-14;6.592826710546767e-14;1.672755865487601e-16;-1.046923380620853e-14;-4.209446033990651e-16;5.213096193869021e-18;-2.996953962500312e-18;-1.947807834954506e-05;-2.979052131808932e-05;-1.833619441050354e-07;-1.94765445395599e-05;-2.523782247438705e-07;1.469209191128238e-10;2.740611835037588e-12
12.97717899383061;0.008253252642789501;1.111802902044217e-13;7.108176250792093e-05;-9.247136686828009e-08;0.008253019403701182;5.716210527007526e-05;-9.245328105563875e-08;-1.204106248504472e-09;-3.171561093226323e-08;-6.228510100537118e-10;-3.021350429126436e-14;-5.096124568292042e-14;-1.228905139429587e-15;-2.985512486163973e-14;-1.106870919383206e-15;-1.173685373646992e-16;-2.783983459274648e-18;-2.033743153253869e-05;-3.04080021171845e-05;-1.978269900404343e-07;-2.033564248211071e-05;-2.782486537655615e-07;1.554439615937226e-10;2.950835878388337e-12
13.3771677457028;0.008445939892820976;7.935697378301031e-14;7.364609148902894e-05;-9.65706980313928e-08;0.008445658373066513;6.176756671732092e-05;-9.655508494073919e-08;-1.32886582932714e-09;-3.36471551616874e-08;-6.988213263965875e-10;-3.550843174439554e-14;8.237516560618824e-15;1.366223245898544e-15;-3.566393053400833e-14;1.211862757442177e-16;-5.537034802204123e-17;-6.111924778571583e-20;-2.128613265742605e-05;-3.107466239844421e-05;-2.137569035344494e-07;-2.1284039304941e-05;-3.076084188007515e-07;1.648565452990216e-10;3.310153822302697e-12
13.77715459004729;0.008654327825703651;3.420965128409436e-13;7.646809648121424e-05;-1.01105177916619e-07;0.008653992619030357;6.685947176236552e-05;-1.010886198047882e-07;-1.471422096217021e-09;-3.582692458221695e-08;-7.873576955008081e-10;5.231458469966159e-14;2.380154991702992e-13;1.690759742458252e-16;5.192360349593295e-14;-5.146771228187204e-18;-1.571745249502133e-16;4.321298108348205e-19;-2.233651574627556e-05;-3.179560944624544e-05;-2.313687921271552e-07;-2.233405745732636e-05;-3.410928083706274e-07;1.754862877819189e-10;3.731533173187555e-12
14.17713914685665;0.008880109994424687;8.292730749775205e-14;7.958280877722298e-05;-1.0613339579768e-07;0.00887971482890214;7.251234506087301e-05;-1.061175979174699e-07;-1.63494514843339e-09;-3.829860538583922e-08;-8.912244491774853e-10;-6.900274431521186e-15;6.905227590830436e-14;-1.917563614120902e-15;-6.999809017622362e-15;-1.166018992851659e-15;-2.50518596958707e-17;-2.669345427684727e-18;-2.350316911522346e-05;-3.257669538689545e-05;-2.509203398225409e-07;-2.350027056932169e-05;-3.794806351180105e-07;1.875578546380124e-10;4.22795581751746e-12
14.57712094394995;0.009125240662721419;2.404606941492819e-13;8.303174246514135e-05;-1.117310724873344e-07;0.009124778220360971;7.881537951811778e-05;-1.117186528573059e-07;-1.82299932103787e-09;-4.111592493461098e-08;-1.013955131798305e-09;5.071657654428244e-14;1.394581668324863e-13;-1.626381296081553e-15;5.035372020148151e-14;-6.368873011794354e-16;-7.767866459288526e-17;1.767457422907703e-18;-2.480347211980657e-05;-3.34246731351383e-05;-2.727199483989999e-07;-2.480003906172937e-05;-4.237348140750274e-07;2.013524606676426e-10;4.814056502058876e-12
14.97709938829801;0.00939199779620139;3.957587321489604e-13;8.686457713127193e-05;-1.179891292787061e-07;0.009391459514636909;8.587608000578906e-05;-1.179641759971115e-07;-2.041278184171388e-09;-4.434563172076842e-08;-1.160088709458063e-09;-1.1379602530495e-13;-1.676319330535605e-13;2.661934497133047e-15;-1.141448955647972e-13;4.259918624946504e-17;-1.858782256526469e-16;6.80952669510178e-19;-2.625832709153846e-05;-3.434741530635149e-05;-2.971393316682934e-07;-2.625424066322521e-05;-4.750562404107688e-07;2.171107976003424e-10;5.514389641770473e-12
15.37707373093165;0.009683037078654011;1.620643726440771e-13;9.114096759640755e-05;-1.250080544376166e-07;0.00968241285365194;9.382472861313265e-05;-1.249804282368857e-07;-2.295561534563286e-09;-4.807145999661369e-08;-1.335539507297691e-09;1.083760102410437e-14;1.40369815748742e-13;2.241031189864104e-15;1.081626899115842e-14;7.843910863470706e-16;2.457264032244442e-18;7.585580656874234e-19;-2.789297266802564e-05;-3.535409821683428e-05;-3.246289533545299e-07;-2.78880814830004e-05;-5.349536657088381e-07;2.35346481187382e-10;6.355252955092331e-12
15.7770430150652;0.0100014857287978;3.253187332550499e-13;9.593328141939205e-05;-1.329177884021972e-07;0.01000076358257585;0.0001028208636107167;-1.328936263156955e-07;-2.59373436820251e-09;-5.239840685019688e-08;-1.54805715544049e-09;3.952760922718105e-14;2.46224193331942e-13;7.008306469813274e-16;3.954837345981569e-14;5.095374878999123e-16;1.855723611111909e-17;-3.300938412735585e-18;-2.97381895449063e-05;-3.645552795768464e-05;-3.557404469982732e-07;-2.973229906101268e-05;-6.053434478475931e-07;2.565542853375734e-10;7.372756500842761e-12
16.17700600740677;0.01035104345536247;3.364942624093994e-13;0.000101329929485802;-1.418815826850025e-07;0.01035020909904107;0.0001130611472808618;-1.418513159184985e-07;-2.946638903743589e-09;-5.746104648100265e-08;-1.80796695688677e-09;7.105915574439231e-14;1.942463287698059e-13;1.345703432133602e-15;7.150138123520777e-14;1.303485759969687e-15;-3.247899487909677e-16;-1.019355517706128e-17;-3.183179249449785e-05;-3.766448819143444e-05;-3.911537881625493e-07;-3.18246501371089e-05;-6.886820973436909e-07;2.813177398094936e-10;8.618707782789044e-12
16.57696110190092;0.01073611432721755;9.762595239890008e-14;0.0001074398263816357;-1.520952932267372e-07;0.01073515057265517;0.000124790412371722;-1.520570610062053e-07;-3.367187862482119e-09;-6.343247201609228e-08;-2.129183112459178e-09;-3.959796020459721e-14;-1.835075611935822e-14;3.884863283636124e-16;-3.953722801082852e-14;-1.280411065323338e-15;-1.263046956998564e-16;-1.149423271663271e-17;-3.422063379988251e-05;-3.899619571893913e-05;-4.317155240625691e-07;-3.421190778069575e-05;-7.881541281023863e-07;3.10509765829636e-10;1.015736604808197e-11
16.97690617827355;0.01116199888668466;1.17081489620292e-13;0.0001143987444685249;-1.63805048321708e-07;0.01116088489831161;0.0001383166906170209;-1.637569802880635e-07;-3.872989024863674e-09;-7.053849026060203e-08;-2.530718802062055e-09;1.153311515748832e-14;9.368597264906759e-14;8.351255050432977e-16;1.204380165122189e-14;-3.284065513374904e-16;-1.813998374858384e-16;-3.106094357934876e-18;-3.69634497806293e-05;-4.04689642178651e-05;-4.784907066870851e-07;-3.695269881247185e-05;-9.079401142578627e-07;3.452140066462882e-10;1.207991620394423e-11
