Sweep step,Time,Job id,Forward-0,Iter ,Predictor-0,Predictor-1,Forward-1,Bifurcation,Predictor-2,Forward-2
0,20.958795000000002,0557ab03-827c-4b61-bc52-914fdaf49610,0.015107918579520771,-,-,-,-,-,-,-
0,20.968032945931515,0557ab03-827c-4b61-bc52-914fdaf49610,0.01579112119908208,3,-,-,-,-,-,-
0,20.96814923520937,0557ab03-827c-4b61-bc52-914fdaf49610,-,-,0.015769708583125427,-,-,-,-,-
0,20.97789747850116,0557ab03-827c-4b61-bc52-914fdaf49610,0.016592825252380584,3,-,-,-,-,-,-
0,20.978055953914353,0557ab03-827c-4b61-bc52-914fdaf49610,-,-,0.01656614479476128,-,-,-,-,-
0,20.988345070470043,0557ab03-827c-4b61-bc52-914fdaf49610,0.017536312182686937,3,-,-,-,-,-,-
0,20.988559899010625,0557ab03-827c-4b61-bc52-914fdaf49610,-,-,0.017503601916936184,-,-,-,-,-
0,20.999294392460857,0557ab03-827c-4b61-bc52-914fdaf49610,0.018648282186723108,3,-,-,-,-,-,-
0,20.999581310644523,0557ab03-827c-4b61-bc52-914fdaf49610,-,-,0.018609254956537098,-,-,-,-,-
0,21.010619705416122,0557ab03-827c-4b61-bc52-914fdaf49610,0.019958091518377855,3,-,-,-,-,-,-
0,21.010997826958096,0557ab03-827c-4b61-bc52-914fdaf49610,-,-,0.019912717823646675,-,-,-,-,-
0,21.02214997102128,0557ab03-827c-4b61-bc52-914fdaf49610,0.02149622294343249,3,-,-,-,-,-,-
0,21.02263332483438,0557ab03-827c-4b61-bc52-914fdaf49610,-,-,0.02144575990951114,-,-,-,-,-
0,21.033678857522876,0557ab03-827c-4b61-bc52-914fdaf49610,0.023292216869037263,3,-,-,-,-,-,-
0,21.03427183200818,0557ab03-827c-4b61-bc52-914fdaf49610,-,-,0.023239130549774573,-,-,-,-,-
0,21.044986824589405,0557ab03-827c-4b61-bc52-914fdaf49610,0.02537276747980248,3,-,-,-,-,-,-
0,21.04568497349273,0557ab03-827c-4b61-bc52-914fdaf49610,-,-,0.025319919883630467,-,-,-,-,-
0,21.05586995315294,0557ab03-827c-4b61-bc52-914fdaf49610,0.027760769242624144,3,-,-,-,-,-,-
0,21.05664990301858,0557ab03-827c-4b61-bc52-914fdaf49610,-,-,0.027711611540728737,-,-,-,-,-
0,21.066165674825893,0557ab03-827c-4b61-bc52-914fdaf49610,0.03047596617107554,3,-,-,-,-,-,-
0,21.066994338132684,0557ab03-827c-4b61-bc52-914fdaf49610,-,-,0.030433212972764058,-,-,-,-,-
0,21.07576634190086,0557ab03-827c-4b61-bc52-914fdaf49610,0.033536738751833516,3,-,-,-,-,-,-
0,21.07660812133764,0557ab03-827c-4b61-bc52-914fdaf49610,-,-,0.03350196270331346,-,-,-,-,-
0,21.084618551813836,0557ab03-827c-4b61-bc52-914fdaf49610,0.036962234903493395,3,-,-,-,-,-,-
0,21.085445270724144,0557ab03-827c-4b61-bc52-914fdaf49610,-,-,0.036935800175233735,-,-,-,-,-
0,21.092712745251344,0557ab03-827c-4b61-bc52-914fdaf49610,0.04077406264408636,3,-,-,-,-,-,-
0,21.093501093601013,0557ab03-827c-4b61-bc52-914fdaf49610,-,-,0.040755776351280165,-,-,-,-,-
0,21.100069694445924,0557ab03-827c-4b61-bc52-914fdaf49610,0.04499735506723738,3,-,-,-,-,-,-
0,21.100810039527158,0557ab03-827c-4b61-bc52-914fdaf49610,-,-,0.04498658941470621,-,-,-,-,-
0,21.106728249203222,0557ab03-827c-4b61-bc52-914fdaf49610,0.049661175884922026,3,-,-,-,-,-,-
0,21.107410913040905,0557ab03-827c-4b61-bc52-914fdaf49610,-,-,0.04965762225697949,-,-,-,-,-
0,21.11273594571182,0557ab03-827c-4b61-bc52-914fdaf49610,0.05479857464049439,3,-,-,-,-,-,-
0,21.113361660029106,0557ab03-827c-4b61-bc52-914fdaf49610,-,-,0.05480205944368806,-,-,-,-,-
0,21.118142705474927,0557ab03-827c-4b61-bc52-914fdaf49610,0.060446363018327516,3,-,-,-,-,-,-
0,21.118713544988363,0557ab03-827c-4b61-bc52-914fdaf49610,-,-,0.06045724509738268,-,-,-,-,-
0,21.122997125889288,0557ab03-827c-4b61-bc52-914fdaf49610,0.06664473623695027,3,-,-,-,-,-,-
0,21.123515012477785,0557ab03-827c-4b61-bc52-914fdaf49610,-,-,0.06666399633130188,-,-,-,-,-
0,21.127344129676565,0557ab03-827c-4b61-bc52-914fdaf49610,0.07343674206718769,3,-,-,-,-,-,-
0,21.12781548558238,0557ab03-827c-4b61-bc52-914fdaf49610,-,-,0.07346589933377809,-,-,-,-,-
0,21.13122402090281,0557ab03-827c-4b61-bc52-914fdaf49610,0.0808675830766387,3,-,-,-,-,-,-
0,21.13165207572655,0557ab03-827c-4b61-bc52-914fdaf49610,-,-,0.080909129203811,-,-,-,-,-
0,21.134671851355503,0557ab03-827c-4b61-bc52-914fdaf49610,0.08898364425319424,3,-,-,-,-,-,-
0,21.1350599356081,0557ab03-827c-4b61-bc52-914fdaf49610,-,-,0.08904108152339689,-,-,-,-,-
0,21.137717462591475,0557ab03-827c-4b61-bc52-914fdaf49610,0.09783111419520371,3,-,-,-,-,-,-
0,21.13807160971545,0557ab03-827c-4b61-bc52-914fdaf49610,-,-,0.09790909674330157,-,-,-,-,-
0,21.14038550266231,0557ab03-827c-4b61-bc52-914fdaf49610,0.10745420451156894,3,-,-,-,-,-,-
0,21.140709373532953,0557ab03-827c-4b61-bc52-914fdaf49610,-,-,0.1075592964540416,-,-,-,-,-
0,21.142695817461306,0557ab03-827c-4b61-bc52-914fdaf49610,0.11789250549735236,3,-,-,-,-,-,-
