Sweep step,Time,Job id,Forward-0,Iter ,Predictor-0
0,18.467579103061418,5470c5e1-0d27-46f8-ac1d-23481688a2c4,0.23334490952983147,5,-
0,18.467680080123174,5470c5e1-0d27-46f8-ac1d-23481688a2c4,-,-,0.23472795682245412
0,18.46886283776061,5470c5e1-0d27-46f8-ac1d-23481688a2c4,0.2490720346051742,7,-
0,18.46895154100582,5470c5e1-0d27-46f8-ac1d-23481688a2c4,-,-,0.2508748083264264
0,18.47009566120614,5470c5e1-0d27-46f8-ac1d-23481688a2c4,0.2639943888106181,7,-
0,18.470171548895106,5470c5e1-0d27-46f8-ac1d-23481688a2c4,-,-,0.26632753518331614
0,18.47129796168885,5470c5e1-0d27-46f8-ac1d-23481688a2c4,0.27738937222508686,7,-
0,18.471359707580532,5470c5e1-0d27-46f8-ac1d-23481688a2c4,-,-,0.2803866641718287
0,18.472496403936244,5470c5e1-0d27-46f8-ac1d-23481688a2c4,0.28833118196143737,7,-
0,18.472540929293967,5470c5e1-0d27-46f8-ac1d-23481688a2c4,-,-,0.29215171978231913
0,18.47372812813655,5470c5e1-0d27-46f8-ac1d-23481688a2c4,0.2956512859181668,5,-
0,18.473750038312104,5470c5e1-0d27-46f8-ac1d-23481688a2c4,-,-,0.3004820617263579
0,18.475037218569188,5470c5e1-0d27-46f8-ac1d-23481688a2c4,-,-,0.3039561285057845
0,18.475045353529655,5470c5e1-0d27-46f8-ac1d-23481688a2c4,0.2978955379687489,8,-
0,18.476474522582752,5470c5e1-0d27-46f8-ac1d-23481688a2c4,-,-,0.30081624594146816
0,18.476526702116317,5470c5e1-0d27-46f8-ac1d-23481688a2c4,0.293253370438641,8,-
0,18.477185346014362,5470c5e1-0d27-46f8-ac1d-23481688a2c4,-,-,0.29037516551960946
0,18.477199132971005,5470c5e1-0d27-46f8-ac1d-23481688a2c4,0.28892695493953635,5,-
0,18.477950641670212,5470c5e1-0d27-46f8-ac1d-23481688a2c4,-,-,0.2843099118340926
0,18.477972769032743,5470c5e1-0d27-46f8-ac1d-23481688a2c4,0.2825618933719626,5,-
0,18.478843548260112,5470c5e1-0d27-46f8-ac1d-23481688a2c4,-,-,0.27573589408690136
0,18.47887842723907,5470c5e1-0d27-46f8-ac1d-23481688a2c4,0.27363624574481177,7,-
0,18.47990688057347,5470c5e1-0d27-46f8-ac1d-23481688a2c4,-,-,0.2640398361106688
0,18.47996282536649,5470c5e1-0d27-46f8-ac1d-23481688a2c4,0.26152811925941,7,-
0,18.48120890074989,5470c5e1-0d27-46f8-ac1d-23481688a2c4,-,-,0.24848974411693933
0,18.481301131764965,5470c5e1-0d27-46f8-ac1d-23481688a2c4,0.24551409203106528,7,-
0,18.482864165394442,5470c5e1-0d27-46f8-ac1d-23481688a2c4,-,-,0.2282666205537537
0,18.48302363187603,5470c5e1-0d27-46f8-ac1d-23481688a2c4,0.22478169680111915,7,-
0,18.483847290989907,5470c5e1-0d27-46f8-ac1d-23481688a2c4,-,-,0.2153626460664827
0,18.483887352773017,5470c5e1-0d27-46f8-ac1d-23481688a2c4,0.21476753378454028,5,-
0,18.48488120495598,5470c5e1-0d27-46f8-ac1d-23481688a2c4,-,-,0.2038099331214455
0,18.484940376356494,5470c5e1-0d27-46f8-ac1d-23481688a2c4,0.20311434192816769,5,-
0,18.486163992901368,5470c5e1-0d27-46f8-ac1d-23481688a2c4,-,-,0.1903707022720869
0,18.4862547515235,5470c5e1-0d27-46f8-ac1d-23481688a2c4,0.1895636014858512,5,-
0,18.487801669089713,5470c5e1-0d27-46f8-ac1d-23481688a2c4,-,-,0.17475288550892862
0,18.487946716964807,5470c5e1-0d27-46f8-ac1d-23481688a2c4,0.1738295280406937,5,-
0,18.48997277082428,5470c5e1-0d27-46f8-ac1d-23481688a2c4,-,-,0.1566451399296206
0,18.490217553388362,5470c5e1-0d27-46f8-ac1d-23481688a2c4,0.15560243795331152,5,-
0,18.493002109224417,5470c5e1-0d27-46f8-ac1d-23481688a2c4,-,-,0.13571771630037488
0,18.493449112813543,5470c5e1-0d27-46f8-ac1d-23481688a2c4,0.13455767896409312,7,-
0,18.495088449796874,5470c5e1-0d27-46f8-ac1d-23481688a2c4,-,-,0.12522414450946745
0,18.495214385275847,5470c5e1-0d27-46f8-ac1d-23481688a2c4,0.1250433335849816,3,-
0,18.497302513362573,5470c5e1-0d27-46f8-ac1d-23481688a2c4,-,-,0.11460003425352053
0,18.49749892465247,5470c5e1-0d27-46f8-ac1d-23481688a2c4,0.1143947704498943,5,-
0,18.50024296186829,5470c5e1-0d27-46f8-ac1d-23481688a2c4,-,-,0.10271027295933724
0,18.500565345658554,5470c5e1-0d27-46f8-ac1d-23481688a2c4,0.10247982548315708,5,-
0,18.50432758749786,5470c5e1-0d27-46f8-ac1d-23481688a2c4,-,-,0.08941174803941716
0,18.504892357333397,5470c5e1-0d27-46f8-ac1d-23481688a2c4,0.08915709907894301,8,-
0,18.510354072781716,5470c5e1-0d27-46f8-ac1d-23481688a2c4,-,-,0.07455380555549129
0,18.511454252481986,5470c5e1-0d27-46f8-ac1d-23481688a2c4,0.07427962305598236,6,-
0,18.520099279801027,5470c5e1-0d27-46f8-ac1d-23481688a2c4,-,-,0.05798825865982539
0,18.5225826908919,5470c5e1-0d27-46f8-ac1d-23481688a2c4,0.05770814837748633,6,-
0,18.538272076207885,5470c5e1-0d27-46f8-ac1d-23481688a2c4,-,-,0.039604762296122274
0,18.54549835820181,5470c5e1-0d27-46f8-ac1d-23481688a2c4,0.03938030290095714,6,-
0,18.581878343732036,5470c5e1-0d27-46f8-ac1d-23481688a2c4,-,-,0.019601423983392326
0,18.614054912491856,5470c5e1-0d27-46f8-ac1d-23481688a2c4,0.02007988146033052,8,-
