x, y
1.0000200800136532, 0.02060083939714691
1.0000401600273066, 0.04377677962591414
1.000100401600273, 0.07296134303543494
1.000200803200546, 0.10300426247410141
1.000381526387439, 0.13218882588362227
1.000381526387439, 0.13218882588362227
1.0005622495743318, 0.16909869178800432
1.0008232928158378, 0.20600859043657005
1.00122489921693, 0.24463520114342693
1.0017670687776086, 0.296995704781715
1.0022891567926273, 0.33733906029104677
1.0026706831800662, 0.3665235909563839
1.0032128512087382, 0.3965665103950504
1.0038955823969964, 0.4334763926715243
1.0044979919986348, 0.46866953014552337
1.0052409632278527, 0.49957078924124365
1.006024096016384, 0.5296137414240938
1.0069879504598012, 0.5673819879157591
