x, y
1.0000200800136532, 0.011158792099810827
1.0000401600273066, 0.04721026923086369
1.000100401600273, 0.07896996621618863
1.000200803200546, 0.12017164501048218
1.0003012048008193, 0.1493562084200031
1.0004819279877122, 0.18969949844096762
1.0007228912155648, 0.23261795478191966
1.001044176030037, 0.27811157744285936
1.0013654623765165, 0.3193132889813366
1.0017269072182953, 0.35965664449066836
1.0020682735784279, 0.3914163087318096
1.002429718420207, 0.4231759729729509
1.0028915663942657, 0.4609441785343868
1.0033534128363177, 0.4952789436071484
1.0039357424243027, 0.5296137414240938
1.0043775103847083, 0.5579399160602854
1.0051405616275795, 0.5982832715696171
