Sweep step,Time,Job id,Forward-1,Forward-2,Bifurcation,Forward-3
0,157,0bd9071b-0e7e-4695-b57b-e7f87d909ac7,0.0010218606873682334,-,-,-
0,157.49999915813095,0bd9071b-0e7e-4695-b57b-e7f87d909ac7,0.0011143021344187333,-,-,-
0,158.04999784050057,0bd9071b-0e7e-4695-b57b-e7f87d909ac7,0.0012356976380338124,-,-,-
0,158.6549956591397,0bd9071b-0e7e-4695-b57b-e7f87d909ac7,0.0013996872034854853,-,-,-
0,159.32049183087253,0bd9071b-0e7e-4695-b57b-e7f87d909ac7,0.0016277675276603924,-,-,-
0,160.05253480735934,0bd9071b-0e7e-4695-b57b-e7f87d909ac7,0.0019518220179349823,-,-,-
0,160.85777702010773,0bd9071b-0e7e-4695-b57b-e7f87d909ac7,0.00240925708225723,-,-,-
0,161.74353666206488,0bd9071b-0e7e-4695-b57b-e7f87d909ac7,0.0030182471679321902,-,-,-
0,162.71786744204002,0bd9071b-0e7e-4695-b57b-e7f87d909ac7,0.0037500465015982416,-,-,-
0,163.78963132941863,0bd9071b-0e7e-4695-b57b-e7f87d909ac7,0.0045493898973462295,-,-,-
0,164.8613981551852,0bd9071b-0e7e-4695-b57b-e7f87d909ac7,0.005303241275651894,-,-,-
0,165.4107523856972,0bd9071b-0e7e-4695-b57b-e7f87d909ac7,-,0.002855477051441847,-,-
0,165.41077093135232,0bd9071b-0e7e-4695-b57b-e7f87d909ac7,-,0.002844342116527529,0.002844342116527529,-
0,165.41079815930564,0bd9071b-0e7e-4695-b57b-e7f87d909ac7,-,0.0028640239554052894,-,-
0,165.41084863787785,0bd9071b-0e7e-4695-b57b-e7f87d909ac7,-,-,-,0.002835535814238925
0,165.41095345014787,0bd9071b-0e7e-4695-b57b-e7f87d909ac7,-,-,-,0.00282835618358311
0,165.41107747793077,0bd9071b-0e7e-4695-b57b-e7f87d909ac7,-,-,-,0.002821999936514339
0,165.41121888679277,0bd9071b-0e7e-4695-b57b-e7f87d909ac7,-,-,-,0.002816104994615052
0,165.4113776992795,0bd9071b-0e7e-4695-b57b-e7f87d909ac7,-,-,-,0.0028104764946069575
0,165.4115547363522,0bd9071b-0e7e-4695-b57b-e7f87d909ac7,-,-,-,0.0028049952095695876
0,165.41175127875928,0bd9071b-0e7e-4695-b57b-e7f87d909ac7,-,-,-,0.0027995835019102204
0,165.41196893017425,0bd9071b-0e7e-4695-b57b-e7f87d909ac7,-,-,-,0.002794187033673957
0,165.4120695249729,0bd9071b-0e7e-4695-b57b-e7f87d909ac7,-,0.002913469375495558,-,-
0,165.41220955991236,0bd9071b-0e7e-4695-b57b-e7f87d909ac7,-,-,-,0.0027887632760897553
0,165.4124752908423,0bd9071b-0e7e-4695-b57b-e7f87d909ac7,-,-,-,0.0027832773958461985
0,165.41276850742744,0bd9071b-0e7e-4695-b57b-e7f87d909ac7,-,-,-,0.002777702269374031
0,165.41309185953492,0bd9071b-0e7e-4695-b57b-e7f87d909ac7,-,-,-,0.0027720132598001135
0,165.41327488891358,0bd9071b-0e7e-4695-b57b-e7f87d909ac7,-,0.002937147645501723,-,-
0,165.41344828438346,0bd9071b-0e7e-4695-b57b-e7f87d909ac7,-,-,-,0.002766188887035484
0,165.41384102861753,0bd9071b-0e7e-4695-b57b-e7f87d909ac7,-,-,-,0.0027602097333336508
0,165.4142736736808,0bd9071b-0e7e-4695-b57b-e7f87d909ac7,-,-,-,0.0027540568471250085
0,165.4147501692288,0bd9071b-0e7e-4695-b57b-e7f87d909ac7,-,-,-,0.0027477129383806486
0,165.415274865819,0bd9071b-0e7e-4695-b57b-e7f87d909ac7,-,-,-,0.00274116073054712
0,165.41585255529205,0bd9071b-0e7e-4695-b57b-e7f87d909ac7,-,-,-,0.002734383928976594
0,165.4160398358715,0bd9071b-0e7e-4695-b57b-e7f87d909ac7,-,0.002975653522810943,-,-
0,165.416488511782,0bd9071b-0e7e-4695-b57b-e7f87d909ac7,-,-,-,0.0027273655012803565
0,165.417188541803,0bd9071b-0e7e-4695-b57b-e7f87d909ac7,-,-,-,0.002720089678091893
