Sweep step,Time,Job id,Forward-1,Iter ,Theta [°],length_s,Predictor-1,Predictor-2,Forward-2,Bifurcation,Predictor-3,Forward-3
0,13.678884216638629,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,0.0026798829275603304,2,0.1030718238273824,0.11789738455000007,-,-,-,-,-,-
0,13.678887866378847,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,0.002665621913817676,-,-,-,-,-
0,13.796741121175108,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,0.0029285458920795824,3,0.1474856831049793,0.12968712300500007,-,-,-,-,-,-
0,13.79674773517066,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,0.0029064345527379074,-,-,-,-,-
0,13.926361133191056,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,0.003264933870691075,3,0.22333884216513675,0.14265583530550008,-,-,-,-,-,-
0,13.926374151054484,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,0.0032288246478649092,-,-,-,-,-
0,14.068894635194537,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,0.003742639864934725,3,0.36514199273033937,0.1569214188360501,-,-,-,-,-,-
0,14.068923214859343,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,0.0036795041038198096,-,-,-,-,-
0,14.225560978819383,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,0.00446981079647883,3,0.6668785494355234,0.1726135607196551,-,-,-,-,-,-
0,14.225634147773647,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,0.004348175921049966,-,-,-,-,-
0,14.397522523832876,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,0.005701435325999038,4,1.442698604260398,0.18987491679162063,-,-,-,-,-,-
0,14.397758104799754,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,0.005430317276110184,-,-,-,-,-
0,14.585056842259,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,0.008204884386747331,5,4.157317067740257,0.20886240847078272,-,-,-,-,-,-
0,14.586158446374704,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,0.00743689769472564,-,-,-,-,-
0,14.610198453405722,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,0.1522369970674884,-,-,-,-
0,14.629070581184386,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,0.14588944806906667,-,-,-,-
0,14.630018603462142,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,11,15.442252413300668,0.4924866337903814,-,-,0.14369777888271842,0.14369777888271842,-,-
0,14.640241044347569,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,10,13.638548696859566,0.4477151216276194,-,-,0.13998412026112647,-,-,-
0,14.642407546134654,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,-,-,-,0.1477085308746797,-
0,14.670083205570966,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,12,16.944843202555433,0.5417352971694196,-,-,-,-,-,0.1362025484714915
0,14.679344112483898,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,0.13243757148499596,-,-,-,-
0,14.68348377554747,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,9,11.981295870659938,0.4070137469341994,-,-,0.12847293128514625,-,-,-
0,14.738024327850292,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,-,-,-,0.128933610079303,-
0,14.742135216219488,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,9,10.586349965044933,0.3700124972129085,-,-,0.11219634925119375,-,-,-
0,14.743525725336537,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,0.11479094395501815,-,-,-,-
0,14.768155671615581,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,11,18.01520303545458,0.23836353075454464,-,-,-,-,-,0.11483745929919992
0,14.778383734838163,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,0.01533402266135365,5,17.060608798789186,0.22974864931786101,-,-,-,-,-,-
0,14.78805006628431,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,0.01214285711080061,-,-,-,-,-
0,14.80222474398895,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,9,9.648515630492236,0.33637499746628047,-,-,0.09335418559389422,-,-,-
0,14.808568851412327,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,0.09500001492641427,-,-,-,-
0,14.817033039217526,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,-,-,-,0.10466108763791433,-
0,14.820081477568307,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,9,7.29826985282811,0.26219988382999915,-,-,-,-,-,0.10254930863763552
0,14.853235996126655,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,7,9.086207745198704,0.3057954522420731,-,-,0.07339509736203027,-,-,-
0,14.86623415270491,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,0.07433173743748724,-,-,-,-
0,14.87891580654146,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,-,-,-,0.08942567668943317,-
0,14.881484590989697,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,9,7.991438661430568,0.11536794888519963,-,-,-,-,-,0.08706046105665359
0,14.882150886537714,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,0.033591317533478826,7,18.248800186270746,0.2527235142496471,-,-,-,-,-,-
0,14.885294527164849,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,0.05326000190304725,5,9.50288330691668,0.2779958656746119,-,-,-,0.05326000190304725,-,-
0,14.90876428376801,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,-,-,-,0.08011646130637654,-
0,14.90899871939628,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,5,3.475828040578196,0.1269047437737196,-,-,-,-,-,0.07975243175501502
0,14.914851745655607,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,0.05331954036569079,-,-,-,-,-
0,14.939358467291358,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,-,-,-,0.07177033350356599,-
0,14.939587139032348,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,5,3.823949663363738,0.13959521815109158,-,-,-,-,-,0.07135646348149853
0,14.949771457223308,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,0.02756216185233707,-,-,-,-,-
0,14.973277716981881,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,-,-,-,0.062193872002840205,-
0,14.973596531392369,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,5,4.215278938580953,0.15355473996620075,-,-,-,-,-,0.06173116804205666
0,15.01114628138012,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,-,-,-,0.05124094935720169,-
0,15.011984392065617,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,5,4.667662468957222,0.16891021396282085,-,-,-,-,-,0.050741787092488166
0,15.055236736746306,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,-,-,-,0.03880071209694404,-
0,15.058038146279085,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,12,5.308978803566598,0.18580123535910295,-,-,-,-,-,0.03830825758118964
0,15.112735797524847,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,-,-,-,0.02490253649397923,-
0,15.126072619243104,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,7,8.218150758089799,0.08175254355800532,-,-,-,-,-,0.02466907781532575
0,15.164125639444483,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,-,-,-,0.018983698677044587,-
0,15.170434517005589,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,5,6.016405986381596,0.08992779791380585,-,-,-,-,-,0.019195500680821095
0,15.226339914332394,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,-,-,-,0.013621525228495919,-
0,15.235873509709021,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,5,7.9718486829933095,0.03956823108207458,-,-,-,-,-,0.014185575511086302
0,15.267881739138343,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,-,-,-,0.012331168810193428,-
0,15.269197710171026,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,4,3.1219849146734098,0.04352505419028204,-,-,-,-,-,0.012473025409499723
0,15.307015964501923,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,-,-,-,0.010753207694076337,-
0,15.308164193274218,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,4,2.851459834785953,0.04787755960931025,-,-,-,-,-,0.010912240458429572
0,15.351975997258112,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,-,-,-,0.009369413876449618,-
0,15.352869904788443,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,5,2.541954377933645,0.052665315570241275,-,-,-,-,-,0.00953023734710351
0,15.40275882512824,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,-,-,-,0.008182207074855535,-
0,15.403389952940586,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,5,1.9730544441323417,0.05793184712726541,-,-,-,-,-,0.008327480690357797
0,15.459446765046627,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,-,-,-,0.0071575501927697936,-
0,15.459884473676471,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,6,1.5301277905905066,0.06372503183999195,-,-,-,-,-,0.007291299440284097
0,15.522357767598898,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,-,-,-,0.006285015297527638,-
0,15.522649389581451,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,9,1.1842774747000493,0.07009753502399116,-,-,-,-,-,0.006400715888759434
0,15.591909879869487,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,-,-,-,0.005535677445269702,-
0,15.592102632156278,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,4,0.9100052130318858,0.07710728852639027,-,-,-,-,-,0.005634448271336554
0,15.668646303966435,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,-,-,-,0.0048889037973504305,-
0,15.668774380319505,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,4,0.7013281855739634,0.0848180173790293,-,-,-,-,-,0.0049731511351254155
0,15.753210019278956,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,-,-,-,0.004328507277657651,-
0,15.753295422370673,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,3,0.5415840615393487,0.09329981911693225,-,-,-,-,-,0.004400234333966117
0,15.846333455672692,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,-,-,-,0.003840480905824622,-
0,15.846390994270461,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,3,0.42041375745124043,0.10262980102862548,-,-,-,-,-,0.0039018423775807674
0,15.948840053228432,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,-,-,-,0.003413846616541861,-
0,15.948879148578834,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,3,0.3282538877743026,0.11289278113148804,-,-,-,-,-,0.003466532197475614
0,16.06164615278887,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,-,-,-,0.0030394663045730406,-
0,16.061672934305015,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,3,0.2576654959499441,0.12418205924463685,-,-,-,-,-,0.0030848767620925976
0,16.185766819404382,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,-,-,-,0.002709785048344747,-
0,16.185785318284974,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,3,0.2029870797670013,0.13660026516910054,-,-,-,-,-,0.002749095941676641
0,16.32232333465926,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,-,-,-,0.002418511984095127,-
0,16.322336234435905,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,3,0.16080820095990173,0.1502602916860106,-,-,-,-,-,0.0024527416959843704
0,16.472552324878343,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,-,-,-,0.0021605500839225683,-
0,16.472561373320527,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,3,0.12788720184398217,0.16528632085461167,-,-,-,-,-,0.0021904413556507202
0,16.637816136051075,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,-,-,-,0.0019314829471457932,-
0,16.637822526843852,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,3,0.10202913403085495,0.18181495294007285,-,-,-,-,-,0.001957692285029223
0,16.819614836886107,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,-,-,-,0.0017276235634919974,-
0,16.819619380509625,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,3,0.0816589631938591,0.19999644823408017,-,-,-,-,-,0.0017506985509049295
0,17.01959951240391,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,-,-,-,0.0015458584565880497,-
0,17.019602760673305,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,3,0.06569394319980273,0.2199960930574882,-,-,-,-,-,0.0015662417182174004
0,17.239587057483536,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,-,-,-,0.0013835643477227374,-
0,17.239589384593497,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,3,0.05280403310661986,0.24199570236323706,-,-,-,-,-,0.0014015778118554288
0,17.481576523048822,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,-,-,-,0.001238327235512013,-
0,17.481578205236286,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,2,0.04268181133699616,0.2661952725995608,-,-,-,-,-,0.0012543553058727858
0,17.7477672475307,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,-,-,-,0.0011083126686144845,-
0,17.74776846260074,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,2,0.03453063969301129,0.29281479985951686,-,-,-,-,-,0.0011225491858030566
0,18.040578716954577,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,-,-,-,0.0009917152955074338,-
0,18.040579599207515,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,2,0.027999094553216905,0.32209627984546857,-,-,-,-,-,0.0010044077241159854
0,18.362672555817266,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,-,-,-,0.0008870762936167557,-
0,18.362673198054388,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,2,0.022737818174554374,0.3543059078300155,-,-,-,-,-,0.0008984092814661434
0,18.71697667173411,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,-,-,-,-,-,-,-,0.0007930892661616615,-
0,18.716977140566396,0b157970-1b7b-4a6e-8eee-41a2d26d2cf9,-,2,0.018495513252831722,0.38973649861301707,-,-,-,-,-,0.0008032269878740923
