Sweep step,Time,Job id,NNM-5,Iter ,Predictor-1,Predictor-3,NNM-0,Bifurcation,NNM-2,NNM-1,Predictor-2,NNM-3,NNM-4,Predictor-4,Predictor-5
0,3.948384836467575,c3d5e9ac-0e53-487b-8330-34584943e929,-,-,0.0072908668335161875,-,-,-,-,-,-,-,-,-,-
0,3.9585417679988963,c3d5e9ac-0e53-487b-8330-34584943e929,-,-,-,0.02618692411715642,-,-,-,-,-,-,-,-,-
0,3.9585467141139605,c3d5e9ac-0e53-487b-8330-34584943e929,-,4,-,-,0.00017845142162717012,0.00017845142162717012,-,-,-,-,-,-,-
0,3.9585640196573415,c3d5e9ac-0e53-487b-8330-34584943e929,-,-,-,-,0.00005948381110051423,-,-,-,-,-,-,-,-
0,3.9585687793750988,c3d5e9ac-0e53-487b-8330-34584943e929,-,3,-,-,-,0.01590819244070234,0.01590819244070234,-,-,-,-,-,-
0,3.9585912892644246,c3d5e9ac-0e53-487b-8330-34584943e929,-,15,-,-,-,0.007342488189626251,-,0.007342488189626251,-,-,-,-,-
0,3.958631701703095,c3d5e9ac-0e53-487b-8330-34584943e929,-,4,-,-,0.00011896762751524089,-,-,-,-,-,-,-,-
0,3.9586445854254815,c3d5e9ac-0e53-487b-8330-34584943e929,-,-,-,-,-,-,-,-,0.01590815079443362,-,-,-,-
0,3.958831130972583,c3d5e9ac-0e53-487b-8330-34584943e929,-,19,-,-,-,0.02618677263111424,-,-,-,0.02618677263111424,-,-,-
0,3.9589025518351724,c3d5e9ac-0e53-487b-8330-34584943e929,-,17,-,-,-,-,-,-,-,-,0.03852037869451273,-,-
0,3.958968960957816,c3d5e9ac-0e53-487b-8330-34584943e929,-,9,-,-,-,-,-,-,-,-,0.053319197028592,-,-
0,3.958988253613744,c3d5e9ac-0e53-487b-8330-34584943e929,-,-,-,-,-,-,-,-,-,-,-,0.0533207895641382,-
0,3.9590008356225455,c3d5e9ac-0e53-487b-8330-34584943e929,-,-,-,-,-,-,-,-,-,-,-,0.06042269785853708,-
0,3.959145944295786,c3d5e9ac-0e53-487b-8330-34584943e929,-,-,-,-,-,-,-,-,-,-,-,0.038520988513695585,-
0,3.959211421585697,c3d5e9ac-0e53-487b-8330-34584943e929,-,11,-,-,-,-,-,-,-,-,0.06042157706333704,-,-
0,3.9593877978093364,c3d5e9ac-0e53-487b-8330-34584943e929,-,3,-,-,-,-,-,-,-,-,0.0689433751009533,-,-
0,3.959502363680327,c3d5e9ac-0e53-487b-8330-34584943e929,-,-,-,-,-,-,-,-,-,-,-,0.06894465085592547,-
0,3.9595977342711914,c3d5e9ac-0e53-487b-8330-34584943e929,-,18,-,-,-,-,-,-,-,-,0.07916812171206652,-,-
0,3.959599445425985,c3d5e9ac-0e53-487b-8330-34584943e929,-,-,-,-,-,-,-,-,-,-,-,0.07917020643126392,-
0,3.959849651530035,c3d5e9ac-0e53-487b-8330-34584943e929,-,-,-,-,-,-,-,-,-,-,-,0.09143890685911463,-
0,3.959944306429093,c3d5e9ac-0e53-487b-8330-34584943e929,-,5,-,-,-,-,-,-,-,-,0.09143547189397344,-,-
0,3.9603441787132545,c3d5e9ac-0e53-487b-8330-34584943e929,-,11,-,-,-,-,-,-,-,-,0.10615240451191048,-,-
0,3.9603601775124972,c3d5e9ac-0e53-487b-8330-34584943e929,-,-,-,-,-,-,-,-,-,-,-,0.10615805765268688,-
0,3.960823999706881,c3d5e9ac-0e53-487b-8330-34584943e929,-,-,-,-,-,-,-,-,-,-,-,0.1238156126478367,-
0,3.9610618165984692,c3d5e9ac-0e53-487b-8330-34584943e929,-,14,-,-,-,-,-,-,-,-,0.12380622381680728,-,-
0,3.9619229150394686,c3d5e9ac-0e53-487b-8330-34584943e929,-,-,-,-,-,-,-,-,-,-,-,0.14499555827359195,-
0,3.9619713745552065,c3d5e9ac-0e53-487b-8330-34584943e929,-,6,-,-,-,-,-,-,-,-,0.14497985979447048,-,-
0,3.9630627217434897,c3d5e9ac-0e53-487b-8330-34584943e929,-,-,-,-,-,-,-,-,-,-,-,0.17039611360011875,-
0,3.9632278142586927,c3d5e9ac-0e53-487b-8330-34584943e929,-,11,-,-,-,-,-,-,-,-,0.17036972034169007,-,-
0,3.9647352969183514,c3d5e9ac-0e53-487b-8330-34584943e929,-,-,-,-,-,-,-,-,-,-,-,0.20085072340308954,-
0,3.9650259540685466,c3d5e9ac-0e53-487b-8330-34584943e929,-,16,-,-,-,-,-,-,-,-,0.20080605311040556,-,-
0,3.9671832124866437,c3d5e9ac-0e53-487b-8330-34584943e929,-,-,-,-,-,-,-,-,-,-,-,0.23735177584970518,-
0,3.967581219258205,c3d5e9ac-0e53-487b-8330-34584943e929,-,10,-,-,-,-,-,-,-,-,0.2372757359349817,-,-
0,3.9706464824779837,c3d5e9ac-0e53-487b-8330-34584943e929,-,-,-,-,-,-,-,-,-,-,-,0.28107675326297893,-
0,3.9711748961302886,c3d5e9ac-0e53-487b-8330-34584943e929,-,8,-,-,-,-,-,-,-,-,0.28094649013625655,-,-
0,3.9754851348457834,c3d5e9ac-0e53-487b-8330-34584943e929,-,-,-,-,-,-,-,-,-,-,-,0.3334150168688948,-
0,3.9761947252483583,c3d5e9ac-0e53-487b-8330-34584943e929,-,14,-,-,-,-,-,-,-,-,0.3331901944703219,-,-
0,3.98221404034714,c3d5e9ac-0e53-487b-8330-34584943e929,-,-,-,-,-,-,-,-,-,-,-,0.39599161225467855,-
0,3.983252053821022,c3d5e9ac-0e53-487b-8330-34584943e929,-,15,-,-,-,-,-,-,-,-,0.3956002343191836,-,-
0,3.991711458420922,c3d5e9ac-0e53-487b-8330-34584943e929,-,-,-,-,-,-,-,-,-,-,-,0.47068037787998906,-
0,3.993081507016521,c3d5e9ac-0e53-487b-8330-34584943e929,-,17,-,-,-,-,-,-,-,-,0.46999189131146185,-,-
0,3.996036727593509,c3d5e9ac-0e53-487b-8330-34584943e929,-,-,-,-,-,-,-,-,-,-,-,-,0.7459829216416564
0,3.997006694385336,c3d5e9ac-0e53-487b-8330-34584943e929,-,-,-,-,-,-,-,-,-,-,-,0.4998120508936856,-
0,3.9974144390503934,c3d5e9ac-0e53-487b-8330-34584943e929,-,13,-,-,-,-,-,-,-,-,0.4995274335204837,-,-
0,4.002608618182626,c3d5e9ac-0e53-487b-8330-34584943e929,-,-,-,-,-,-,-,-,-,-,-,0.535037115984115,-
0,4.0028799010056915,c3d5e9ac-0e53-487b-8330-34584943e929,-,11,-,-,-,-,-,-,-,-,0.5347795238401766,-,-
0,4.009435676532002,c3d5e9ac-0e53-487b-8330-34584943e929,-,-,-,-,-,-,-,-,-,-,-,0.5772239553503278,-
0,4.009851073612799,c3d5e9ac-0e53-487b-8330-34584943e929,-,13,-,-,-,-,-,-,-,-,0.5768224018647773,-,-
0,4.018211183682609,c3d5e9ac-0e53-487b-8330-34584943e929,-,-,-,-,-,-,-,-,-,-,-,0.6274920196199275,-
0,4.018813729631683,c3d5e9ac-0e53-487b-8330-34584943e929,-,11,-,-,-,-,-,-,-,-,0.6268572665165792,-,-
0,4.029558633729251,c3d5e9ac-0e53-487b-8330-34584943e929,-,-,-,-,-,-,-,-,-,-,-,0.687238439925568,-
